time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.428651,0.3772,0.2005,0.1559,0.455
0.434212,0.4083,0.1935,0.1983,0.493
0.437997,0.4204,0.1981,0.2255,0.517
0.443190,0.4228,0.2047,0.2283,0.522
0.448142,0.4038,0.2132,0.2143,0.504
0.453119,0.3777,0.2307,0.1886,0.481
0.457513,0.3372,0.2406,0.1609,0.444
0.462005,0.2827,0.2525,0.1409,0.404
0.466997,0.2211,0.2665,0.1190,0.366
0.470874,0.1552,0.2566,0.0858,0.312
0.476647,0.0873,0.2373,0.0555,0.259
0.480473,0.0270,0.2230,0.0331,0.227
0.485376,-0.0069,0.2066,0.0230,0.208
0.489492,-0.0097,0.1858,0.0300,0.189
0.494817,-0.0101,0.1630,0.0491,0.171
0.499053,-0.0177,0.1454,0.0730,0.164
0.503879,-0.0228,0.1375,0.1015,0.172
0.508798,-0.0372,0.1299,0.1226,0.182
0.513036,-0.0491,0.1202,0.1483,0.197
0.518900,-0.0702,0.1108,0.1738,0.218
0.522536,-0.0721,0.1065,0.1778,0.219
0.527127,-0.0550,0.1142,0.1914,0.230
0.532842,-0.0569,0.1267,0.2002,0.244
0.536955,-0.0447,0.1463,0.2043,0.255
0.541078,0.0102,0.1728,0.2036,0.267
0.545884,0.0930,0.2059,0.1815,0.290
0.551320,0.1678,0.2241,0.1573,0.321
0.555235,0.2228,0.2393,0.1333,0.353
0.560822,0.2605,0.2493,0.0834,0.370
0.565035,0.2884,0.2541,0.0147,0.385
0.569258,0.2921,0.2587,-0.0581,0.395
0.574807,0.2721,0.2584,-0.1256,0.396
0.578721,0.2428,0.2629,-0.1877,0.404
0.584124,0.2065,0.2769,-0.2587,0.432
0.588114,0.1754,0.2863,-0.3195,0.463
0.593058,0.1635,0.2720,-0.3416,0.466
0.597220,0.1707,0.2557,-0.3395,0.458
0.602356,0.1945,0.2420,-0.3303,0.453
0.606660,0.2253,0.2238,-0.3187,0.450
0.611656,0.2534,0.2059,-0.2930,0.439
0.616324,0.2791,0.1859,-0.2486,0.417
0.621448,0.2881,0.1589,-0.2143,0.393
0.626010,0.2853,0.1512,-0.1924,0.376
0.630681,0.2781,0.1485,-0.1854,0.366
0.635491,0.2545,0.1437,-0.1859,0.346
0.639791,0.2196,0.1604,-0.1842,0.328
0.645094,0.1946,0.1820,-0.2089,0.339
0.648814,0.1818,0.1895,-0.2333,0.351
0.653873,0.1835,0.2114,-0.2551,0.379
0.658795,0.1829,0.2404,-0.2815,0.413
0.663403,0.1870,0.2526,-0.2861,0.425
0.668074,0.2007,0.2554,-0.2693,0.422
0.672271,0.2212,0.2605,-0.2359,0.415
0.677138,0.2582,0.2702,-0.2003,0.424
0.681618,0.2994,0.2772,-0.1553,0.437
0.687167,0.3353,0.2767,-0.1035,0.447
0.691117,0.3471,0.2688,-0.0640,0.444
0.696564,0.3467,0.2605,-0.0391,0.435
0.701322,0.3483,0.2637,-0.0190,0.437
0.705547,0.3522,0.2593,-0.0014,0.437
0.711906,0.3582,0.2546,0.0233,0.440
0.714664,0.3686,0.2590,0.0382,0.452
0.720273,0.3813,0.2512,0.0577,0.460
0.723997,0.3772,0.2242,0.0791,0.446
0.728828,0.3661,0.1995,0.0786,0.424
0.734266,0.3624,0.1844,0.0704,0.413
0.738846,0.3447,0.1764,0.0619,0.392
0.744157,0.3177,0.1732,0.0460,0.365
0.747582,0.2957,0.1675,0.0325,0.341
0.753024,0.2834,0.1714,0.0119,0.331
0.756993,0.2735,0.1918,-0.0203,0.335
0.762175,0.2685,0.2026,-0.0640,0.342
0.766527,0.2658,0.2157,-0.0929,0.355
0.771086,0.2654,0.2286,-0.1240,0.372
0.776633,0.2626,0.2342,-0.1475,0.382
0.780505,0.2645,0.2516,-0.1517,0.395
0.785704,0.2804,0.2616,-0.1580,0.415
0.790268,0.3008,0.2665,-0.1404,0.426
0.794582,0.3207,0.2616,-0.1061,0.427
0.799038,0.3260,0.2540,-0.0648,0.418
0.804501,0.3168,0.2507,-0.0143,0.404
0.809820,0.2979,0.2328,0.0287,0.379
0.813627,0.2765,0.2122,0.0832,0.358
0.818536,0.2599,0.1912,0.1443,0.353
0.822427,0.2504,0.1510,0.1930,0.350
0.829619,0.2455,0.1155,0.2410,0.363
0.832729,0.2313,0.0870,0.2835,0.376
0.838175,0.2148,0.0536,0.3085,0.380
0.841681,0.1890,0.0131,0.3210,0.373
0.846289,0.1446,-0.0272,0.3282,0.360
0.851370,0.0936,-0.0482,0.3160,0.333
0.856021,0.0360,-0.0526,0.2893,0.296
0.860681,-0.0282,-0.0498,0.2675,0.274
0.865252,-0.0895,-0.0374,0.2435,0.262
0.871445,-0.1455,-0.0227,0.2222,0.267
0.874252,-0.1988,-0.0104,0.1824,0.270
0.879848,-0.2518,-0.0004,0.1457,0.291
0.884513,-0.2901,0.0049,0.1239,0.315
0.887919,-0.3188,-0.0087,0.0931,0.332
0.893423,-0.3425,-0.0101,0.0701,0.350
0.898371,-0.3518,-0.0137,0.0571,0.357
0.904442,-0.3421,-0.0313,0.0539,0.348
0.907093,-0.3349,-0.0556,0.0701,0.347
0.912728,-0.3300,-0.0796,0.1028,0.355
0.916368,-0.3134,-0.1057,0.1518,0.364
0.921190,-0.2896,-0.1340,0.1979,0.375
0.925288,-0.2706,-0.1572,0.2292,0.388
0.931615,-0.2517,-0.1802,0.2670,0.409
0.935583,-0.2541,-0.1864,0.3017,0.436
0.940008,-0.2611,-0.1951,0.3263,0.461
0.944954,-0.2821,-0.1964,0.3290,0.476
0.949078,-0.3335,-0.1856,0.2981,0.484
0.953657,-0.3938,-0.1651,0.2530,0.496
0.958440,-0.4627,-0.1276,0.1987,0.519
0.963071,-0.5117,-0.0804,0.1352,0.535
0.969101,-0.5599,-0.0281,0.0794,0.566
0.972296,-0.6098,0.0198,0.0432,0.612
0.977450,-0.6280,0.0585,0.0191,0.631
0.982290,-0.6268,0.1048,-0.0047,0.635
0.986824,-0.6087,0.1417,-0.0021,0.625
0.991212,-0.5906,0.1644,0.0172,0.613
0.996073,-0.5654,0.2039,0.0388,0.602
1.000486,-0.5450,0.2551,0.0816,0.607
1.005468,-0.5486,0.2845,0.1287,0.631
1.010630,-0.5615,0.3065,0.1682,0.661
1.015061,-0.5697,0.3211,0.2026,0.685
1.022876,-0.5683,0.3189,0.2226,0.689
1.025584,-0.5576,0.3048,0.2426,0.680
1.031112,-0.5424,0.2576,0.2629,0.655
1.033345,-0.4968,0.2059,0.2764,0.605
1.038494,-0.4233,0.1639,0.2807,0.534
1.044174,-0.3461,0.1033,0.2809,0.458
1.047625,-0.2556,0.0432,0.2748,0.378
1.053286,-0.1450,-0.0142,0.2576,0.296
1.057297,-0.0404,-0.0594,0.2295,0.240
1.062775,0.0438,-0.1066,0.1645,0.201
1.066297,0.1294,-0.1486,0.0890,0.216
1.071084,0.2163,-0.1640,0.0054,0.271
1.075405,0.3023,-0.1718,-0.1052,0.363
1.080382,0.3804,-0.1792,-0.2118,0.471
1.085844,0.4649,-0.1860,-0.3169,0.593
1.089705,0.5511,-0.1781,-0.4038,0.706
1.095237,0.6200,-0.1648,-0.4682,0.794
1.099102,0.6694,-0.1463,-0.5290,0.866
1.104118,0.7067,-0.1273,-0.5699,0.917
1.108245,0.7272,-0.1032,-0.5815,0.937
1.113405,0.7169,-0.0715,-0.5760,0.922
1.119000,0.6857,-0.0536,-0.5420,0.876
1.123400,0.6480,-0.0329,-0.4798,0.807
1.127160,0.6016,-0.0046,-0.4160,0.731
1.133809,0.5395,0.0193,-0.3341,0.635
1.136826,0.4761,0.0436,-0.2366,0.533
1.142208,0.4184,0.0633,-0.1450,0.447
1.146124,0.3545,0.0810,-0.0545,0.368
1.150490,0.2749,0.0965,0.0539,0.296
1.156136,0.1940,0.1029,0.1778,0.282
1.161784,0.1331,0.1285,0.3050,0.357
1.165273,0.0849,0.1660,0.4214,0.461
1.170423,0.0636,0.1963,0.5293,0.568
1.174219,0.0878,0.2075,0.6169,0.657
1.179010,0.1383,0.2090,0.6747,0.720
1.183409,0.2123,0.2293,0.6932,0.760
1.188515,0.2953,0.2560,0.6514,0.760
1.193471,0.3823,0.2771,0.5667,0.738
1.198127,0.4896,0.3258,0.4564,0.744
1.203512,0.5813,0.4017,0.3258,0.778
1.206720,0.6264,0.4809,0.1777,0.809
1.211686,0.6372,0.5610,0.0127,0.849
1.216328,0.6020,0.6208,-0.1311,0.875
1.220874,0.5356,0.6822,-0.2489,0.902
1.226330,0.4621,0.7358,-0.3504,0.937
1.231505,0.3817,0.7653,-0.4191,0.952
1.235978,0.3017,0.7711,-0.4459,0.940
1.240401,0.2389,0.7773,-0.4335,0.922
1.245575,0.1933,0.7791,-0.3992,0.896
1.250320,0.1740,0.7646,-0.3264,0.849
1.254322,0.1906,0.7387,-0.2206,0.794
1.259332,0.2166,0.7037,-0.1272,0.747
1.263033,0.2375,0.6714,-0.0320,0.713
1.268993,0.2465,0.6465,0.0743,0.696
1.273020,0.2363,0.6240,0.1774,0.690
1.279411,0.2308,0.5992,0.2655,0.695
1.282227,0.2419,0.6004,0.3505,0.736
1.286744,0.2575,0.5963,0.4560,0.794
1.292131,0.2610,0.5919,0.5413,0.844
1.296106,0.2597,0.5848,0.6089,0.883
1.301822,0.2726,0.5796,0.6681,0.926
1.305833,0.2832,0.5693,0.7141,0.956
1.311604,0.2844,0.5540,0.7351,0.963
1.315143,0.2788,0.5480,0.7311,0.955
1.321459,0.2735,0.5515,0.6859,0.922
1.324016,0.2519,0.5571,0.6071,0.862
1.328859,0.2212,0.5842,0.5403,0.826
1.333138,0.1861,0.6183,0.4573,0.791
1.343331,0.1467,0.6499,0.3419,0.749
1.344305,0.1171,0.6838,0.2468,0.736
1.347976,0.0901,0.7131,0.1721,0.739
1.353627,0.0775,0.7495,0.1154,0.762
1.356883,0.1028,0.7764,0.0932,0.789
1.362269,0.1395,0.7841,0.1053,0.803
1.366716,0.1804,0.7871,0.1180,0.816
1.371000,0.2279,0.7875,0.1477,0.833
1.375682,0.2629,0.7879,0.2251,0.861
1.381313,0.2666,0.7857,0.3043,0.884
1.385126,0.2394,0.7786,0.3637,0.892
1.389558,0.1911,0.7833,0.4225,0.910
1.395033,0.1408,0.8092,0.4925,0.958
1.399498,0.0933,0.8442,0.5380,1.005
1.404113,0.0792,0.8667,0.5880,1.050
1.409014,0.0960,0.8697,0.6518,1.091
1.412911,0.1266,0.8462,0.6937,1.102
1.417728,0.1497,0.8084,0.7185,1.092
1.423057,0.1654,0.7586,0.7286,1.065
1.427162,0.1904,0.7138,0.7124,1.026
1.431425,0.2294,0.6809,0.7223,1.019
1.441595,0.2797,0.6338,0.7509,1.022
1.442860,0.3485,0.5914,0.7555,1.021
1.446360,0.4164,0.5395,0.7530,1.016
1.450883,0.4742,0.4759,0.7338,0.995
1.455250,0.5195,0.4244,0.7099,0.977
1.460771,0.5691,0.3873,0.7050,0.985
1.464653,0.6182,0.3716,0.6975,1.003
1.470751,0.6383,0.3840,0.6755,1.006
1.474580,0.6509,0.4054,0.6535,1.008
1.479343,0.6631,0.4403,0.6435,1.024
1.483242,0.6605,0.4860,0.6265,1.032
1.487937,0.6337,0.5140,0.6027,1.014
1.493797,0.6160,0.5411,0.5936,1.012
1.498217,0.6145,0.5696,0.5686,1.013
1.503665,0.6338,0.5379,0.5208,0.981
1.506616,0.7047,0.4184,0.4864,0.953
1.511349,0.8386,0.2404,0.4438,0.979
1.517189,0.9806,0.0022,0.3739,1.050
1.521284,1.0837,-0.2312,0.3169,1.152
1.525296,1.1553,-0.3982,0.3005,1.258
1.531078,1.1867,-0.5181,0.3452,1.340
1.536196,1.1545,-0.5864,0.4430,1.369
1.541263,1.0902,-0.5895,0.5910,1.373
1.544190,1.0532,-0.5232,0.7935,1.419
1.549112,1.0454,-0.4125,0.9980,1.503
1.553576,1.0591,-0.3008,1.1640,1.602
1.558419,1.0964,-0.2122,1.2538,1.679
1.562750,1.1828,-0.1397,1.2590,1.733
1.568723,1.3414,-0.0669,1.2519,1.836
1.572235,1.5119,0.0247,1.2515,1.963
1.578682,1.5966,0.0919,1.2105,2.006
1.581397,1.5774,0.1020,1.0890,1.920
1.586701,1.4836,0.0722,0.8837,1.728
1.590968,1.3489,0.0225,0.6555,1.500
1.595767,1.2072,-0.0347,0.4573,1.291
1.601084,1.0468,-0.0727,0.3011,1.092
1.605291,0.8682,-0.0959,0.1720,0.890
1.609497,0.7194,-0.1350,0.0814,0.736
1.614495,0.6029,-0.1872,0.0544,0.634
1.620213,0.5140,-0.2284,0.1064,0.572
1.623763,0.4645,-0.2657,0.2194,0.578
1.628607,0.4425,-0.2806,0.3566,0.634
1.634123,0.4288,-0.2496,0.5145,0.715
1.639196,0.3972,-0.1686,0.6733,0.800
1.643420,0.3265,-0.0479,0.8254,0.889
1.647344,0.2432,0.1071,0.9536,0.990
1.653466,0.1566,0.2671,1.0504,1.095
1.656480,0.0526,0.4415,1.0899,1.177
1.661714,-0.0714,0.6225,1.0631,1.234
1.665865,-0.1986,0.7958,0.9733,1.273
1.671105,-0.3316,0.9542,0.8286,1.307
1.676276,-0.4707,1.0931,0.6445,1.353
1.680245,-0.6088,1.1960,0.4197,1.406
1.685755,-0.7437,1.2512,0.1741,1.466
1.690145,-0.8827,1.2784,-0.0585,1.555
1.695445,-1.0546,1.2704,-0.2893,1.676
1.699491,-1.2172,1.2325,-0.5248,1.810
1.703640,-1.3705,1.1748,-0.7261,1.946
1.708109,-1.5096,1.0974,-0.8955,2.070
1.712782,-1.6083,0.9935,-1.0256,2.151
1.718612,-1.6546,0.8513,-1.1019,2.163
1.722910,-1.6389,0.6950,-1.1173,2.102
1.731292,-1.5731,0.5271,-1.1222,2.003
1.732329,-1.4812,0.3526,-1.1573,1.912
1.739186,-1.4012,0.1718,-1.1939,1.849
1.741263,-1.3309,-0.0129,-1.2293,1.812
1.746236,-1.2628,-0.1581,-1.2230,1.765
1.751626,-1.2137,-0.2613,-1.1677,1.704
1.755266,-1.1931,-0.3464,-1.0778,1.645
1.760646,-1.1674,-0.4039,-0.9607,1.565
1.764565,-1.1296,-0.4435,-0.8595,1.487
1.769882,-1.0678,-0.4654,-0.7743,1.399
1.774645,-0.9891,-0.4649,-0.6932,1.294
1.779987,-0.9034,-0.4520,-0.6329,1.192
1.783079,-0.8035,-0.4125,-0.5815,1.074
1.788488,-0.7231,-0.3587,-0.5295,0.965
1.793744,-0.6741,-0.3218,-0.4986,0.898
1.797983,-0.6541,-0.2803,-0.5033,0.872
1.802319,-0.6629,-0.2390,-0.5172,0.874
1.806575,-0.6836,-0.2409,-0.5335,0.900
1.811283,-0.7090,-0.2475,-0.5573,0.935
1.816121,-0.7556,-0.2539,-0.5576,0.973
1.820799,-0.8160,-0.2766,-0.5346,1.014
1.825123,-0.8924,-0.2940,-0.5103,1.069
1.831360,-0.9872,-0.2987,-0.4776,1.137
1.835960,-1.0738,-0.2955,-0.4077,1.186
1.840491,-1.1429,-0.2939,-0.3342,1.227
1.844207,-1.1872,-0.2869,-0.2571,1.248
1.849123,-1.2212,-0.2814,-0.1690,1.265
1.854077,-1.2353,-0.2777,-0.1012,1.270
1.858392,-1.2153,-0.2519,-0.0487,1.242
1.863500,-1.1852,-0.2209,-0.0306,1.206
1.868565,-1.1428,-0.1970,-0.0444,1.160
1.872708,-1.1122,-0.1539,-0.0679,1.125
1.878943,-1.0961,-0.1013,-0.1176,1.107
1.881513,-1.0826,-0.0726,-0.1737,1.099
1.886516,-1.0862,-0.0346,-0.2193,1.109
1.891586,-1.0807,0.0105,-0.2710,1.114
1.895590,-1.0519,0.0529,-0.3525,1.111
1.901156,-1.0118,0.0948,-0.4563,1.114
1.905472,-0.9463,0.1337,-0.5657,1.111
1.910439,-0.8579,0.1698,-0.6875,1.112
1.914545,-0.7656,0.1908,-0.8291,1.145
1.920134,-0.6720,0.2160,-0.9715,1.201
1.923681,-0.5743,0.2383,-1.1006,1.264
1.928506,-0.4894,0.2480,-1.2236,1.341
1.933020,-0.4457,0.2430,-1.3553,1.447
1.939225,-0.4358,0.2355,-1.4790,1.560
1.943584,-0.4522,0.2186,-1.5951,1.672
1.947885,-0.4971,0.1688,-1.7038,1.783
1.951797,-0.5535,0.1294,-1.7885,1.877
1.957329,-0.6068,0.1127,-1.8470,1.947
1.961615,-0.6212,0.1019,-1.8578,1.962
1.966320,-0.6086,0.0993,-1.8235,1.925
1.970649,-0.5859,0.1075,-1.7630,1.861
1.975746,-0.5364,0.1215,-1.6838,1.771
1.980030,-0.4770,0.1361,-1.5785,1.655
1.985394,-0.3958,0.1369,-1.4522,1.511
1.989585,-0.2904,0.1500,-1.3217,1.361
1.994788,-0.2088,0.1705,-1.1966,1.227
1.999937,-0.1630,0.1765,-1.0984,1.124
2.003853,-0.1315,0.1945,-1.0198,1.046
2.007957,-0.1097,0.2147,-0.9295,0.960
2.012654,-0.0760,0.2273,-0.8155,0.850
2.017807,-0.0329,0.2228,-0.7281,0.762
2.022080,-0.0093,0.2011,-0.6669,0.697
2.030572,0.0212,0.1863,-0.6056,0.634
2.031506,0.0586,0.1616,-0.5917,0.616
2.039904,0.1076,0.1105,-0.6325,0.651
2.041021,0.1682,0.0355,-0.7059,0.727
2.046200,0.2383,-0.0367,-0.7930,0.829
2.051153,0.3035,-0.1227,-0.8723,0.932
2.055327,0.3688,-0.2221,-0.9294,1.024
2.060167,0.4414,-0.3062,-0.9574,1.098
2.064716,0.5214,-0.3916,-0.9514,1.153
2.068995,0.6231,-0.4806,-0.9138,1.206
2.074093,0.7298,-0.5612,-0.8328,1.241
2.079457,0.8152,-0.6359,-0.7419,1.273
2.082962,0.8746,-0.7069,-0.6486,1.298
2.087609,0.9011,-0.7529,-0.5507,1.297
2.093844,0.8993,-0.7477,-0.4462,1.252
2.098042,0.9030,-0.6987,-0.3233,1.187
2.102795,0.9071,-0.6134,-0.1939,1.112
2.106788,0.9187,-0.5065,-0.0558,1.051
2.112241,0.9328,-0.3929,0.0837,1.016
2.116774,0.9542,-0.2798,0.2151,1.017
2.120465,0.9827,-0.1987,0.2881,1.043
2.126360,1.0323,-0.1926,0.3014,1.093
2.131766,1.1813,-0.2974,0.2682,1.247
2.136338,1.4031,-0.5105,0.2014,1.507
2.141840,1.5662,-0.7672,0.1578,1.751
2.144343,1.5829,-0.9644,0.1766,1.862
2.149030,1.4565,-1.0302,0.2204,1.798
2.153781,1.2425,-0.9623,0.3117,1.602
2.158184,1.0060,-0.8345,0.4505,1.383
2.163113,0.7993,-0.7285,0.5702,1.223
2.168611,0.6554,-0.6826,0.6260,1.135
2.172537,0.5454,-0.6920,0.5902,1.060
2.179377,0.4353,-0.7162,0.4778,0.965
2.181639,0.3274,-0.7381,0.3160,0.867
2.186483,0.2145,-0.7530,0.1241,0.793
2.191016,0.0798,-0.7509,-0.0566,0.757
2.195553,-0.0717,-0.7365,-0.1999,0.766
2.200112,-0.2232,-0.7070,-0.3154,0.806
2.204983,-0.3744,-0.6313,-0.3893,0.831
2.211054,-0.4918,-0.5429,-0.4002,0.835
2.214759,-0.5373,-0.4851,-0.3653,0.811
2.219769,-0.5204,-0.4558,-0.3181,0.761
2.223525,-0.4537,-0.4505,-0.3087,0.710
2.228237,-0.3588,-0.4601,-0.3178,0.664
2.233909,-0.2600,-0.4587,-0.3477,0.632
2.241727,-0.1763,-0.4393,-0.3962,0.617
2.243405,-0.1412,-0.3997,-0.4518,0.620
2.247165,-0.1592,-0.3471,-0.5221,0.647
2.252332,-0.2347,-0.2859,-0.6265,0.728
2.256860,-0.3341,-0.2159,-0.7509,0.850
2.261327,-0.4355,-0.1536,-0.8858,0.999
2.266971,-0.5341,-0.1204,-1.0191,1.157
2.270577,-0.6037,-0.1183,-1.1458,1.300
2.275087,-0.6467,-0.1353,-1.2680,1.430
2.279994,-0.6919,-0.1831,-1.3662,1.542
2.285451,-0.7129,-0.2352,-1.4525,1.635
2.289432,-0.7265,-0.2797,-1.5241,1.711
2.295288,-0.7663,-0.3283,-1.5306,1.743
2.299727,-0.8060,-0.3785,-1.4958,1.741
2.303648,-0.8336,-0.4469,-1.4194,1.706
2.307934,-0.8469,-0.5191,-1.3203,1.652
2.313250,-0.8244,-0.5952,-1.2080,1.579
2.317512,-0.7687,-0.6728,-1.0512,1.466
2.323046,-0.6893,-0.7331,-0.8862,1.341
2.331566,-0.5911,-0.7738,-0.7181,1.210
2.332881,-0.4956,-0.7930,-0.5617,1.091
2.336565,-0.3908,-0.8004,-0.4005,0.977
2.341517,-0.2863,-0.7963,-0.2276,0.876
2.346049,-0.1989,-0.7905,-0.0982,0.821
2.350105,-0.1120,-0.7618,-0.0147,0.770
2.355568,-0.0327,-0.7030,0.0349,0.705
2.360705,0.0246,-0.6478,0.0432,0.650
2.364205,0.0170,-0.5868,0.0365,0.588
2.371014,-0.0555,-0.5436,0.0076,0.546
2.374192,-0.1495,-0.5252,-0.0625,0.550
2.379255,-0.2627,-0.5075,-0.1499,0.591
2.383084,-0.3902,-0.4952,-0.2544,0.680
2.387584,-0.5176,-0.4928,-0.3805,0.810
2.393753,-0.6447,-0.4999,-0.4755,0.944
2.398421,-0.7835,-0.5069,-0.5420,1.079
2.402658,-0.9123,-0.5255,-0.5991,1.211
2.406613,-1.0286,-0.5435,-0.6253,1.321
2.412102,-1.1539,-0.5465,-0.6278,1.423
2.416099,-1.2714,-0.5487,-0.6114,1.514
2.421208,-1.3669,-0.5502,-0.5785,1.583
2.425879,-1.4333,-0.5535,-0.5337,1.626
2.429721,-1.4635,-0.5609,-0.4625,1.634
2.435512,-1.4648,-0.5585,-0.3721,1.611
2.440119,-1.4588,-0.5414,-0.3009,1.585
2.444533,-1.4505,-0.5147,-0.2224,1.555
2.451414,-1.4183,-0.4880,-0.1488,1.507
2.454235,-1.3696,-0.4639,-0.1132,1.450
2.459097,-1.3068,-0.4496,-0.0990,1.386
2.462657,-1.2277,-0.4477,-0.0961,1.310
2.468105,-1.1444,-0.4412,-0.1187,1.232
2.472461,-1.0688,-0.4473,-0.1573,1.169
2.478624,-0.9987,-0.4633,-0.1924,1.118
2.481347,-0.9362,-0.4606,-0.2076,1.064
2.486942,-0.8863,-0.4655,-0.2053,1.022
2.490947,-0.8632,-0.4805,-0.2097,1.010
2.495802,-0.8594,-0.4814,-0.2305,1.012
2.499936,-0.8847,-0.4587,-0.2652,1.031
2.505199,-0.9411,-0.4337,-0.2948,1.077
2.510369,-1.0070,-0.3921,-0.3218,1.128
2.514931,-1.0776,-0.3432,-0.3465,1.183
2.519668,-1.1455,-0.3084,-0.3759,1.244
2.524764,-1.2010,-0.2755,-0.4055,1.297
2.528155,-1.2322,-0.2636,-0.4378,1.334
2.533015,-1.2413,-0.2703,-0.4754,1.356
2.538624,-1.2450,-0.2714,-0.4898,1.365
2.542805,-1.2409,-0.2885,-0.4787,1.361
