time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.302763,0.0279,0.0205,-0.0047,0.035
0.306060,0.0276,0.0226,-0.0023,0.036
0.310951,0.0250,0.0342,0.0001,0.042
0.316655,0.0272,0.0339,-0.0070,0.044
0.320810,0.0270,0.0337,-0.0188,0.047
0.324936,0.0267,0.0359,-0.0210,0.049
0.329531,0.0382,0.0286,-0.0327,0.058
0.334270,0.0471,0.0190,-0.0443,0.067
0.339166,0.0488,0.0141,-0.0344,0.061
0.344937,0.0503,0.0212,-0.0316,0.063
0.349314,0.0470,0.0235,-0.0313,0.061
0.353253,0.0555,0.0186,-0.0309,0.066
0.357972,0.0591,0.0209,-0.0353,0.072
0.362192,0.0438,0.0376,-0.0278,0.064
0.367604,0.0334,0.0398,-0.0251,0.058
0.371942,0.0375,0.0421,-0.0201,0.060
0.377525,0.0249,0.0515,-0.0009,0.057
0.382808,0.0055,0.0514,0.0086,0.052
0.386011,-0.0114,0.0537,0.0014,0.055
0.390948,-0.0209,0.0584,0.0013,0.062
0.395134,-0.0279,0.0655,0.0131,0.072
0.400753,-0.0394,0.0605,0.0224,0.076
0.404568,-0.0414,0.0438,0.0293,0.067
0.410168,-0.0600,0.0391,0.0384,0.081
0.414036,-0.0761,0.0439,0.0380,0.096
0.418470,-0.0683,0.0321,0.0400,0.085
0.424433,-0.0631,0.0156,0.0301,0.072
0.428349,-0.0674,0.0086,0.0227,0.072
0.433676,-0.0575,-0.0007,0.0344,0.067
0.437312,-0.0404,-0.0029,0.0293,0.050
0.441882,-0.0401,-0.0003,0.0195,0.045
0.447149,-0.0326,-0.0192,0.0241,0.045
0.451960,-0.0227,-0.0284,0.0310,0.048
0.456314,-0.0152,-0.0138,0.0425,0.047
0.461292,-0.0077,-0.0065,0.0445,0.046
0.465372,-0.0123,-0.0087,0.0393,0.042
0.470786,-0.0218,-0.0180,0.0390,0.048
0.475603,-0.0313,-0.0225,0.0434,0.058
0.479775,-0.0361,-0.0128,0.0360,0.053
0.485235,-0.0411,-0.0032,0.0168,0.045
0.489322,-0.0414,-0.0175,0.0073,0.046
0.493591,-0.0348,-0.0293,-0.0044,0.046
0.499022,-0.0283,-0.0244,-0.0303,0.048
0.503247,-0.0173,-0.0337,-0.0416,0.056
0.508905,-0.0064,-0.0335,-0.0529,0.063
0.512852,0.0209,-0.0379,-0.0665,0.079
0.517701,0.0478,-0.0446,-0.0633,0.091
0.522300,0.0675,-0.0276,-0.0553,0.092
0.527137,0.0752,-0.0154,-0.0427,0.088
0.531524,0.0806,-0.0152,-0.0279,0.087
0.536364,0.0837,-0.0031,-0.0204,0.086
0.540670,0.0753,0.0042,-0.0344,0.083
0.545600,0.0696,0.0020,-0.0317,0.076
0.550375,0.0689,0.0142,-0.0243,0.074
0.554642,0.0661,0.0120,-0.0123,0.068
0.559265,0.0635,0.0076,0.0042,0.064
0.564189,0.0491,0.0103,0.0325,0.060
0.569627,0.0253,0.0129,0.0582,0.065
0.573502,0.0065,0.0036,0.0600,0.060
0.580022,-0.0123,-0.0057,0.0641,0.066
0.582901,-0.0239,-0.0173,0.0635,0.070
0.587248,-0.0188,-0.0290,0.0511,0.062
0.592582,-0.0280,-0.0359,0.0340,0.057
0.599509,-0.0372,-0.0452,0.0219,0.063
0.602067,-0.0369,-0.0378,0.0075,0.053
0.606399,-0.0341,-0.0329,-0.0045,0.048
0.611437,-0.0267,-0.0399,-0.0210,0.052
0.615320,-0.0288,-0.0302,-0.0398,0.058
0.621067,-0.0334,-0.0300,-0.0466,0.065
0.624822,-0.0331,-0.0273,-0.0391,0.058
0.629764,-0.0233,-0.0198,-0.0293,0.042
0.634115,-0.0207,-0.0314,-0.0267,0.046
0.639474,-0.0158,-0.0334,-0.0075,0.038
0.644569,-0.0085,-0.0211,0.0020,0.023
0.648316,-0.0085,-0.0160,0.0091,0.020
0.653217,-0.0061,-0.0133,0.0185,0.024
0.657928,-0.0109,-0.0084,0.0255,0.029
0.663028,-0.0110,-0.0107,0.0372,0.040
0.667112,-0.0207,-0.0107,0.0440,0.050
0.671856,-0.0351,-0.0011,0.0461,0.058
0.676775,-0.0470,0.0106,0.0482,0.068
0.680971,-0.0517,0.0222,0.0337,0.066
0.686823,-0.0420,0.0384,0.0169,0.059
0.690730,-0.0396,0.0379,0.0026,0.055
0.695526,-0.0396,0.0327,-0.0021,0.051
0.700100,-0.0276,0.0275,-0.0067,0.040
0.704527,-0.0180,0.0176,-0.0090,0.027
0.709255,-0.0060,0.0245,-0.0018,0.025
0.714682,0.0037,0.0385,-0.0018,0.039
0.719377,0.0063,0.0356,0.0077,0.037
0.723497,0.0233,0.0423,0.0218,0.053
0.729581,0.0307,0.0513,0.0192,0.063
0.733319,0.0358,0.0483,0.0166,0.062
0.738145,0.0386,0.0548,0.0163,0.069
0.743737,0.0366,0.0589,0.0113,0.070
0.747683,0.0393,0.0629,0.0088,0.075
0.752866,0.0323,0.0598,-0.0032,0.068
0.756257,0.0228,0.0568,-0.0151,0.063
0.761708,0.0203,0.0633,-0.0197,0.069
0.766123,0.0106,0.0674,-0.0267,0.073
0.771011,0.0033,0.0620,-0.0288,0.068
0.775720,0.0007,0.0495,-0.0403,0.064
0.779634,-0.0019,0.0466,-0.0447,0.065
0.786020,-0.0021,0.0415,-0.0419,0.059
0.789212,-0.0022,0.0341,-0.0415,0.054
0.794767,-0.0069,0.0219,-0.0317,0.039
0.798764,-0.0068,0.0147,-0.0338,0.037
0.804041,-0.0018,-0.0020,-0.0170,0.017
0.807928,-0.0110,-0.0042,0.0092,0.015
0.812669,-0.0131,-0.0017,0.0091,0.016
0.816895,-0.0199,-0.0087,0.0042,0.022
0.823388,-0.0290,-0.0180,0.0135,0.037
0.826906,-0.0215,-0.0177,0.0158,0.032
0.831141,-0.0236,-0.0198,0.0156,0.035
0.836166,-0.0400,-0.0197,0.0250,0.051
0.840774,-0.0420,-0.0147,0.0319,0.055
0.846021,-0.0322,-0.0050,0.0292,0.044
0.850537,-0.0247,0.0070,0.0360,0.044
0.854510,-0.0197,-0.0026,0.0310,0.037
0.859385,-0.0123,-0.0168,0.0236,0.031
0.864760,-0.0120,-0.0048,0.0233,0.027
0.869426,-0.0164,0.0023,0.0279,0.032
0.873397,-0.0159,-0.0097,0.0300,0.035
0.879568,-0.0177,-0.0121,0.0201,0.029
0.882972,-0.0147,-0.0074,0.0104,0.019
0.888051,-0.0093,-0.0099,0.0055,0.015
0.892153,-0.0157,-0.0148,0.0030,0.022
0.897587,-0.0151,-0.0197,0.0029,0.025
0.902386,-0.0002,-0.0126,-0.0067,0.014
0.906863,0.0049,-0.0103,-0.0091,0.015
0.910937,0.0005,-0.0152,-0.0043,0.016
0.915277,0.0057,-0.0153,-0.0019,0.016
0.922228,0.0108,-0.0130,-0.0091,0.019
0.925567,0.0181,0.0035,-0.0066,0.020
0.930435,0.0159,0.0104,0.0029,0.019
0.935054,0.0114,0.0006,0.0028,0.012
0.939028,0.0116,0.0052,0.0027,0.013
0.943671,0.0237,0.0121,0.0051,0.027
0.948801,0.0310,0.0118,0.0074,0.034
0.953421,0.0215,0.0091,0.0144,0.027
0.957818,0.0169,0.0088,0.0048,0.020
0.962461,0.0194,0.0085,-0.0048,0.022
0.967957,0.0077,0.0107,-0.0048,0.014
0.971841,-0.0109,0.0151,-0.0143,0.024
0.977538,-0.0009,0.0125,-0.0071,0.014
0.980987,-0.0029,0.0123,0.0071,0.014
0.986476,-0.0048,0.0167,0.0046,0.018
0.990492,-0.0045,0.0117,0.0140,0.019
0.995300,0.0030,0.0162,0.0139,0.022
1.000767,0.0034,0.0230,0.0042,0.024
1.004551,0.0014,0.0275,0.0041,0.028
1.009519,0.0066,0.0318,0.0088,0.034
1.014761,0.0072,0.0408,0.0157,0.044
1.018296,0.0175,0.0401,0.0178,0.047
1.023520,0.0159,0.0420,0.0223,0.050
1.029760,0.0074,0.0461,0.0362,0.059
1.033003,-0.0108,0.0431,0.0523,0.069
1.037915,-0.0337,0.0354,0.0518,0.071
1.042397,-0.0589,0.0277,0.0465,0.080
1.047831,-0.0748,0.0246,0.0533,0.095
1.051640,-0.0789,0.0238,0.0530,0.098
1.057318,-0.0855,0.0229,0.0361,0.096
1.061731,-0.0828,0.0102,0.0146,0.085
1.065586,-0.0733,-0.0025,-0.0114,0.074
1.070932,-0.0591,-0.0197,-0.0442,0.076
1.075138,-0.0356,-0.0320,-0.0721,0.087
1.080117,-0.0123,-0.0322,-0.0760,0.083
1.084384,0.0133,-0.0394,-0.0704,0.082
1.089156,0.0341,-0.0369,-0.0673,0.084
1.093799,0.0549,-0.0154,-0.0595,0.082
1.098979,0.0685,-0.0129,-0.0376,0.079
1.104410,0.0657,-0.0129,-0.0278,0.073
1.107946,0.0632,-0.0104,-0.0134,0.065
1.112534,0.0585,-0.0008,0.0032,0.059
1.117117,0.0517,0.0088,-0.0042,0.053
1.122965,0.0426,0.0017,0.0004,0.043
1.126899,0.0382,-0.0078,0.0169,0.043
1.130934,0.0268,-0.0102,0.0213,0.036
1.136031,0.0082,-0.0030,0.0115,0.014
1.141115,-0.0033,-0.0053,0.0137,0.015
1.146970,-0.0171,-0.0125,0.0230,0.031
1.150297,-0.0284,-0.0149,0.0251,0.041
1.154519,-0.0349,-0.0102,0.0225,0.043
1.160319,-0.0295,-0.0174,0.0057,0.035
1.164677,-0.0170,-0.0174,-0.0134,0.028
1.168648,-0.0212,-0.0057,-0.0110,0.025
1.173521,-0.0301,-0.0058,-0.0062,0.031
1.178606,-0.0365,-0.0131,-0.0133,0.041
1.183947,-0.0333,-0.0155,-0.0109,0.038
1.188622,-0.0349,-0.0060,-0.0086,0.036
1.192113,-0.0389,-0.0012,-0.0014,0.039
1.196858,-0.0334,-0.0036,0.0032,0.034
1.201787,-0.0304,0.0130,0.0031,0.033
1.206282,-0.0323,0.0200,0.0126,0.040
1.210775,-0.0296,0.0127,0.0125,0.034
1.216382,-0.0244,0.0291,-0.0019,0.038
1.222845,-0.0218,0.0288,-0.0019,0.036
1.225051,-0.0168,0.0166,0.0124,0.027
1.229535,-0.0070,0.0283,0.0075,0.030
1.235298,-0.0116,0.0281,0.0050,0.031
1.239733,-0.0137,0.0136,0.0073,0.021
1.244030,-0.0039,0.0206,0.0167,0.027
1.248434,-0.0037,0.0299,0.0284,0.041
1.253262,-0.0154,0.0319,0.0211,0.041
1.257893,-0.0199,0.0339,0.0090,0.040
1.262480,-0.0077,0.0288,0.0065,0.030
1.267975,0.0069,0.0284,0.0136,0.032
1.272003,0.0142,0.0329,0.0087,0.037
1.277554,0.0214,0.0278,-0.0080,0.036
1.281688,0.0405,0.0274,-0.0128,0.051
1.286612,0.0428,0.0223,-0.0056,0.049
1.290412,0.0334,0.0125,-0.0032,0.036
1.296010,0.0359,0.0170,-0.0056,0.040
1.299803,0.0385,0.0143,-0.0104,0.042
1.304780,0.0292,0.0163,-0.0056,0.034
1.309476,0.0366,0.0184,0.0086,0.042
1.314466,0.0417,0.0205,0.0155,0.049
1.319453,0.0347,0.0297,0.0129,0.047
1.324034,0.0279,0.0245,0.0056,0.038
1.328504,0.0165,0.0146,0.0007,0.022
1.333000,0.0028,0.0214,0.0030,0.022
1.338187,0.0035,0.0258,-0.0043,0.026
1.341992,0.0018,0.0135,-0.0067,0.015
1.346871,0.0002,0.0086,-0.0092,0.013
1.351691,-0.0109,0.0061,-0.0045,0.013
1.356140,-0.0290,0.0059,0.0072,0.030
1.361548,-0.0280,0.0010,0.0118,0.030
1.365699,-0.0318,-0.0063,0.0092,0.034
1.370850,-0.0379,-0.0088,0.0042,0.039
1.374881,-0.0418,-0.0089,0.0041,0.043
1.379613,-0.0551,-0.0161,-0.0008,0.057
1.385934,-0.0708,-0.0137,-0.0056,0.072
1.389616,-0.0674,-0.0113,-0.0008,0.068
1.393566,-0.0619,-0.0209,0.0015,0.065
1.398810,-0.0493,-0.0209,0.0015,0.054
1.404049,-0.0298,-0.0233,0.0015,0.038
1.408510,-0.0152,-0.0209,0.0063,0.027
1.414080,-0.0006,-0.0137,0.0062,0.015
1.416815,0.0138,-0.0090,-0.0057,0.017
1.423619,0.0235,0.0028,-0.0057,0.024
1.426629,0.0308,0.0002,-0.0081,0.032
1.431478,0.0406,-0.0047,-0.0105,0.042
1.437606,0.0410,0.0072,-0.0082,0.042
1.440731,0.0438,0.0118,-0.0059,0.046
1.446374,0.0491,-0.0004,-0.0012,0.049
1.449710,0.0330,0.0018,0.0034,0.033
1.454820,0.0099,0.0064,0.0174,0.021
1.459329,0.0083,-0.0034,0.0100,0.013
1.464411,0.0139,-0.0012,0.0074,0.016
1.469457,0.0075,-0.0015,0.0262,0.027
1.473947,0.0082,-0.0089,0.0283,0.031
1.479881,0.0088,-0.0092,0.0232,0.026
1.483143,-0.0026,-0.0048,0.0277,0.028
1.487325,-0.0091,0.0044,0.0203,0.023
1.491970,-0.0037,0.0016,0.0154,0.016
1.496893,-0.0030,0.0035,0.0081,0.009
1.501936,-0.0048,0.0196,0.0056,0.021
1.506285,-0.0088,0.0118,0.0055,0.016
1.511815,-0.0105,0.0113,-0.0017,0.016
1.516322,-0.0192,0.0156,-0.0113,0.027
1.522935,-0.0208,0.0032,-0.0160,0.026
1.524950,-0.0222,0.0004,-0.0159,0.027
1.529358,-0.0284,0.0072,-0.0254,0.039
1.534124,-0.0299,0.0116,-0.0348,0.047
1.539665,-0.0384,0.0160,-0.0298,0.051
1.543743,-0.0327,0.0062,-0.0107,0.035
1.549251,-0.0151,-0.0035,0.0036,0.016
1.553644,-0.0097,0.0106,0.0034,0.015
1.557651,-0.0114,0.0199,0.0009,0.023
1.563827,-0.0035,0.0148,0.0032,0.016
1.566938,-0.0005,0.0144,0.0150,0.021
1.572427,-0.0046,0.0140,0.0171,0.023
1.577556,-0.0086,0.0207,0.0240,0.033
1.580848,-0.0174,0.0274,0.0332,0.046
1.586761,-0.0309,0.0316,0.0377,0.058
1.590773,-0.0373,0.0311,0.0373,0.061
1.596127,-0.0463,0.0282,0.0465,0.071
1.600551,-0.0603,0.0276,0.0415,0.078
1.604791,-0.0696,0.0103,0.0270,0.075
1.609209,-0.0720,0.0048,0.0247,0.076
1.614587,-0.0698,0.0042,-0.0014,0.070
1.618478,-0.0630,-0.0036,-0.0319,0.071
1.623584,-0.0470,-0.0088,-0.0313,0.057
1.630196,-0.0360,-0.0163,-0.0402,0.056
1.633196,-0.0276,-0.0260,-0.0633,0.074
1.637900,-0.0074,-0.0236,-0.0814,0.085
1.642262,0.0175,-0.0164,-0.0994,0.102
1.647329,0.0376,-0.0113,-0.0960,0.104
1.651774,0.0483,-0.0062,-0.0785,0.092
1.656922,0.0520,0.0013,-0.0635,0.082
1.661694,0.0559,0.0064,-0.0535,0.078
1.665629,0.0648,0.0092,-0.0460,0.080
1.671616,0.0502,0.0048,-0.0291,0.058
1.675010,0.0357,0.0077,-0.0171,0.040
1.679678,0.0261,0.0130,-0.0124,0.032
1.684399,0.0070,0.0087,-0.0005,0.011
1.688985,-0.0097,0.0114,0.0255,0.030
1.694103,-0.0311,0.0117,0.0466,0.057
1.698827,-0.0453,0.0072,0.0438,0.063
1.705053,-0.0524,-0.0068,0.0363,0.064
1.708115,-0.0596,-0.0279,0.0242,0.070
1.712157,-0.0644,-0.0250,0.0193,0.072
1.717971,-0.0574,-0.0176,0.0169,0.062
1.723617,-0.0480,-0.0173,0.0026,0.051
1.726628,-0.0436,-0.0147,-0.0020,0.046
1.731546,-0.0415,-0.0168,0.0100,0.046
1.735973,-0.0394,-0.0071,0.0029,0.040
1.740412,-0.0350,0.0027,-0.0113,0.037
1.745207,-0.0282,-0.0042,-0.0158,0.033
1.749589,-0.0143,-0.0063,-0.0156,0.022
1.754658,-0.0173,0.0058,-0.0178,0.025
1.758720,-0.0203,0.0084,-0.0128,0.025
1.764088,-0.0041,0.0064,-0.0055,0.009
1.769705,0.0024,0.0092,-0.0006,0.009
1.773330,0.0018,0.0071,-0.0101,0.012
1.778102,0.0108,0.0027,-0.0076,0.013
1.783570,0.0244,0.0056,0.0091,0.027
1.788015,0.0237,0.0131,0.0090,0.029
1.792347,0.0090,0.0204,0.0090,0.024
1.796834,0.0062,0.0277,0.0136,0.031
1.801366,0.0034,0.0254,0.0183,0.031
1.806089,-0.0087,0.0184,0.0134,0.024
1.811030,-0.0161,0.0161,0.0038,0.023
1.815236,-0.0186,0.0234,0.0109,0.032
1.823204,-0.0212,0.0283,0.0132,0.038
1.824703,-0.0190,0.0212,0.0107,0.030
1.831623,-0.0122,0.0166,0.0011,0.021
1.834924,-0.0103,0.0215,-0.0107,0.026
1.839779,-0.0084,0.0264,-0.0105,0.030
1.844858,0.0006,0.0217,-0.0056,0.022
1.848298,0.0096,0.0194,-0.0055,0.022
1.853192,0.0161,0.0195,-0.0054,0.026
1.858003,0.0108,0.0220,-0.0053,0.025
1.861800,0.0151,0.0245,-0.0124,0.031
1.866531,0.0243,0.0199,-0.0052,0.032
1.871488,0.0240,0.0130,0.0043,0.028
1.877143,0.0213,0.0109,0.0018,0.024
1.880535,0.0163,0.0136,0.0065,0.022
1.886006,0.0041,0.0163,0.0088,0.019
1.889962,-0.0079,0.0189,0.0063,0.021
1.895388,-0.0128,0.0096,0.0014,0.016
1.899701,-0.0106,0.0028,0.0038,0.012
1.904122,-0.0108,0.0103,0.0132,0.020
1.909894,-0.0087,0.0178,0.0155,0.025
1.914119,0.0005,0.0134,0.0106,0.017
1.919401,-0.0046,0.0066,0.0058,0.010
1.923681,-0.0145,-0.0026,-0.0038,0.015
1.928079,-0.0171,-0.0117,0.0034,0.021
1.933117,-0.0292,-0.0112,0.0152,0.035
1.937842,-0.0388,-0.0179,0.0127,0.045
1.941628,-0.0390,-0.0174,0.0103,0.044
1.946892,-0.0487,-0.0241,0.0079,0.055
1.951030,-0.0609,-0.0331,0.0055,0.070
1.956122,-0.0636,-0.0302,0.0032,0.070
1.961433,-0.0616,-0.0297,-0.0038,0.068
1.965276,-0.0645,-0.0315,-0.0154,0.073
1.970230,-0.0605,-0.0310,-0.0127,0.069
1.975131,-0.0423,-0.0257,-0.0076,0.050
1.978983,-0.0268,-0.0157,0.0022,0.031
1.984815,-0.0234,-0.0081,0.0024,0.025
1.988972,-0.0129,-0.0148,-0.0045,0.020
1.993541,0.0071,-0.0025,-0.0160,0.018
1.998016,0.0222,0.0074,-0.0276,0.036
2.004305,0.0374,0.0007,-0.0295,0.048
2.007350,0.0574,0.0130,-0.0244,0.064
2.012032,0.0607,0.0229,-0.0098,0.066
2.017279,0.0499,0.0233,-0.0026,0.055
2.021289,0.0463,0.0308,0.0022,0.056
2.027238,0.0549,0.0287,0.0094,0.063
2.030929,0.0565,0.0267,0.0092,0.063
2.036075,0.0486,0.0318,0.0067,0.058
2.040097,0.0314,0.0273,0.0137,0.044
2.046721,0.0167,0.0228,0.0207,0.035
2.049840,0.0045,0.0207,0.0300,0.037
2.053985,-0.0171,0.0185,0.0297,0.039
2.059724,-0.0267,0.0259,0.0223,0.043
2.063688,-0.0316,0.0308,0.0197,0.048
2.069189,-0.0388,0.0142,0.0172,0.045
2.073254,-0.0437,-0.0070,0.0124,0.046
2.077805,-0.0367,0.0003,0.0147,0.039
2.082754,-0.0297,0.0076,0.0242,0.039
2.087484,-0.0276,0.0077,0.0217,0.036
2.092468,-0.0231,0.0148,0.0145,0.031
2.096477,-0.0092,0.0054,0.0144,0.018
2.101543,0.0071,0.0007,0.0144,0.016
2.106111,0.0161,0.0174,0.0119,0.027
2.112053,0.0394,0.0268,0.0190,0.051
2.115716,0.0580,0.0313,0.0213,0.069
2.122771,0.0647,0.0334,0.0187,0.075
2.125179,0.0501,0.0235,0.0280,0.062
2.129273,0.0286,0.0280,0.0325,0.052
2.133992,0.0167,0.0277,0.0346,0.047
2.138422,-0.0095,0.0203,0.0390,0.045
2.144020,-0.0332,0.0248,0.0363,0.055
2.148227,-0.0523,0.0174,0.0290,0.062
2.154155,-0.0736,0.0194,0.0123,0.077
2.157136,-0.0926,0.0309,-0.0090,0.098
2.161997,-0.0949,0.0162,-0.0183,0.098
2.166588,-0.0902,0.0016,-0.0393,0.098
2.171572,-0.0833,-0.0103,-0.0482,0.097
2.177469,-0.0766,-0.0197,-0.0452,0.091
2.181309,-0.0651,-0.0148,-0.0494,0.083
2.186014,-0.0491,-0.0193,-0.0440,0.069
2.190556,-0.0334,-0.0214,-0.0291,0.049
2.195181,-0.0129,-0.0235,-0.0263,0.038
2.199746,0.0074,-0.0207,-0.0187,0.029
2.205120,0.0229,-0.0086,-0.0041,0.025
2.210157,0.0312,0.0037,-0.0134,0.034
2.213674,0.0419,0.0229,-0.0250,0.054
2.218980,0.0550,0.0230,-0.0200,0.063
2.224062,0.0658,0.0161,-0.0221,0.071
2.232508,0.0695,0.0188,-0.0314,0.079
2.233463,0.0638,0.0287,-0.0264,0.075
2.237782,0.0583,0.0314,-0.0191,0.069
2.241773,0.0601,0.0174,-0.0191,0.065
2.246344,0.0501,0.0107,-0.0072,0.052
2.251656,0.0380,0.0064,-0.0072,0.039
2.255807,0.0309,0.0117,-0.0002,0.033
2.261469,0.0215,0.0145,0.0138,0.029
2.265187,0.0005,0.0005,0.0135,0.014
2.272450,-0.0132,-0.0134,0.0156,0.024
2.275061,-0.0245,-0.0248,0.0153,0.038
2.278954,-0.0501,-0.0267,0.0198,0.060
2.284803,-0.0637,-0.0238,0.0124,0.069
2.289521,-0.0725,-0.0352,0.0027,0.081
2.293819,-0.0672,-0.0370,0.0050,0.077
2.298915,-0.0645,-0.0198,0.0050,0.068
2.303379,-0.0596,-0.0241,0.0050,0.064
2.308005,-0.0525,-0.0236,0.0050,0.058
2.313062,-0.0456,-0.0136,0.0050,0.048
2.317087,-0.0364,-0.0060,0.0074,0.038
2.324129,-0.0249,-0.0008,0.0027,0.025
2.327535,-0.0110,0.0019,0.0075,0.013
2.332645,0.0026,0.0116,0.0075,0.014
2.336200,0.0043,0.0189,0.0004,0.019
2.340929,0.0012,0.0216,0.0029,0.022
2.345965,0.0030,0.0289,0.0029,0.029
2.349530,-0.0000,0.0338,0.0053,0.034
2.354046,-0.0005,0.0362,0.0029,0.036
2.359824,0.0061,0.0292,0.0029,0.030
2.363873,0.0056,0.0340,0.0172,0.039
2.368874,-0.0067,0.0388,0.0123,0.041
2.373548,-0.0143,0.0365,-0.0067,0.040
2.377968,-0.0169,0.0318,-0.0043,0.036
2.382966,-0.0125,0.0200,0.0053,0.024
2.387721,-0.0106,0.0155,0.0005,0.019
2.391501,-0.0159,0.0228,-0.0042,0.028
2.396905,-0.0021,0.0253,0.0031,0.026
2.401507,0.0163,0.0207,0.0126,0.029
2.406041,0.0203,0.0184,0.0102,0.029
2.411232,0.0195,0.0139,0.0007,0.024
2.415274,0.0259,0.0212,-0.0064,0.034
2.423895,0.0324,0.0285,-0.0134,0.045
2.425783,0.0341,0.0239,-0.0038,0.042
2.431682,0.0429,0.0217,-0.0014,0.048
2.434000,0.0399,0.0171,-0.0061,0.044
2.438922,0.0298,0.0173,-0.0037,0.035
2.443160,0.0247,0.0199,0.0034,0.032
2.448582,0.0196,0.0083,0.0081,0.023
2.454011,0.0146,-0.0010,0.0080,0.017
2.457220,0.0097,0.0089,0.0173,0.022
2.462620,0.0025,0.0163,0.0242,0.029
2.467009,-0.0141,0.0046,0.0145,0.021
2.471566,-0.0306,0.0001,0.0190,0.036
2.477134,-0.0351,0.0004,0.0260,0.044
2.481612,-0.0491,-0.0043,0.0162,0.052
2.486042,-0.0558,-0.0017,0.0185,0.059
2.490905,-0.0484,-0.0087,0.0207,0.053
2.495457,-0.0576,-0.0156,0.0110,0.061
2.499285,-0.0621,-0.0106,0.0062,0.063
2.505313,-0.0571,-0.0009,0.0109,0.058
2.509853,-0.0451,-0.0078,0.0085,0.047
2.514161,-0.0380,-0.0076,0.0085,0.040
2.519230,-0.0215,-0.0098,0.0109,0.026
2.524138,-0.0004,-0.0048,-0.0082,0.009
2.528517,0.0063,0.0072,-0.0056,0.011
2.532544,0.0106,0.0048,0.0016,0.012
2.538146,0.0172,-0.0022,-0.0055,0.018
2.542090,0.0144,0.0003,-0.0006,0.014
2.546885,0.0164,0.0028,-0.0053,0.017
2.551083,0.0326,-0.0041,-0.0053,0.033
2.555597,0.0321,0.0008,-0.0028,0.032
2.561417,0.0245,0.0104,-0.0123,0.029
