time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001799,-0.6931,-0.0979,-1.2183,1.405
0.002360,-1.0610,-0.0208,-1.3839,1.744
0.006019,-1.2505,0.0103,-1.4596,1.922
0.010633,-1.2847,0.0051,-1.4439,1.933
0.016018,-1.2193,-0.0177,-1.3524,1.821
0.020051,-1.0525,-0.0374,-1.1956,1.593
0.024988,-0.8090,-0.0523,-0.9744,1.268
0.028920,-0.5249,-0.0588,-0.6851,0.865
0.033701,-0.2506,-0.0459,-0.3000,0.394
0.040163,0.0309,-0.0382,0.1251,0.134
0.042738,0.3122,-0.0155,0.5227,0.609
0.047757,0.5841,0.0283,0.8448,1.027
0.052906,0.8184,0.0737,1.0199,1.310
0.057314,0.9823,0.0894,1.0321,1.428
0.062224,1.0789,0.1113,0.9177,1.421
0.066551,1.1208,0.1561,0.7085,1.335
0.073286,1.1227,0.1979,0.4410,1.222
0.076408,1.0777,0.2252,0.1587,1.112
0.080864,0.9910,0.2411,-0.0904,1.024
0.086358,0.8367,0.2415,-0.2895,0.918
0.090575,0.6081,0.2225,-0.4243,0.774
0.095690,0.3344,0.1800,-0.5019,0.629
0.099537,0.0798,0.1314,-0.5602,0.581
0.106691,-0.1205,0.0675,-0.6011,0.617
0.108320,-0.2808,-0.0019,-0.6406,0.699
0.113118,-0.4075,-0.0507,-0.6744,0.790
0.119013,-0.5081,-0.0788,-0.7020,0.870
0.124028,-0.5800,-0.0956,-0.7329,0.940
0.127361,-0.6306,-0.0964,-0.7531,0.987
0.132196,-0.6836,-0.0907,-0.7100,0.990
0.136837,-0.7463,-0.0810,-0.5747,0.945
0.142532,-0.8114,-0.0580,-0.3621,0.890
0.145948,-0.8216,-0.0362,-0.1156,0.830
0.150631,-0.7527,-0.0086,0.1068,0.760
0.157468,-0.6381,0.0054,0.2685,0.692
0.160483,-0.5326,-0.0254,0.3860,0.658
0.166970,-0.4555,-0.0556,0.4927,0.673
0.170141,-0.4092,-0.0446,0.5601,0.695
0.174105,-0.4079,-0.0310,0.5644,0.697
0.179343,-0.4326,-0.0145,0.5058,0.666
0.184359,-0.4759,0.0216,0.4130,0.630
0.188085,-0.5522,0.0393,0.2977,0.629
0.193334,-0.6181,0.0365,0.1888,0.647
0.197823,-0.6716,0.0303,0.1177,0.683
0.203079,-0.7318,0.0278,0.0824,0.737
0.207152,-0.7700,0.0412,0.0590,0.773
0.211956,-0.7528,0.0681,0.0354,0.757
0.216909,-0.6584,0.0963,0.0183,0.666
0.223385,-0.4798,0.1018,0.0097,0.491
0.225522,-0.2361,0.0842,-0.0026,0.251
0.232339,0.0367,0.0888,0.0029,0.096
0.235147,0.2980,0.1297,0.0453,0.328
0.240316,0.4470,0.1846,0.1272,0.500
0.244720,0.4621,0.2458,0.2324,0.573
0.249463,0.4196,0.2770,0.2920,0.581
0.253855,0.2906,0.2902,0.2927,0.504
0.258990,0.0437,0.3117,0.2711,0.415
0.263237,-0.2879,0.3442,0.2335,0.506
0.268575,-0.6329,0.3689,0.1573,0.749
0.273130,-0.8863,0.3315,0.0006,0.946
0.277192,-0.9810,0.2232,-0.2512,1.037
0.281994,-0.9360,0.0613,-0.5266,1.076
0.290501,-0.7703,-0.1222,-0.7183,1.060
0.292052,-0.4982,-0.2841,-0.7911,0.977
0.295881,-0.2005,-0.3856,-0.7914,0.903
0.300907,0.0493,-0.4100,-0.7736,0.877
0.305370,0.4785,-0.3961,-0.6374,0.890
0.311899,0.9081,-0.4063,-0.3392,1.051
0.315203,0.9204,-0.3332,-0.1423,0.989
0.319539,0.7965,-0.1392,-0.0317,0.809
0.324785,0.6540,0.1130,0.1349,0.677
0.328793,0.4304,0.3937,0.3336,0.672
0.334063,0.2546,0.6711,0.5412,0.899
0.340621,0.2691,0.9080,0.6393,1.143
0.343021,0.5278,1.0413,0.6366,1.330
0.347677,0.8719,0.9987,0.5990,1.455
0.352294,1.2078,0.8231,0.5511,1.562
0.357324,1.5589,0.6316,0.5246,1.762
0.367295,1.8559,0.4509,0.5246,1.981
0.367884,2.0033,0.3029,0.5269,2.093
0.370963,1.9587,0.2051,0.5456,2.044
0.376560,1.7702,0.1510,0.5784,1.868
0.380918,1.5221,0.1270,0.5819,1.635
0.386095,1.2289,0.0953,0.5349,1.344
0.390049,0.9329,0.0405,0.4331,1.029
0.395211,0.7715,-0.0839,0.2811,0.825
0.399543,0.7133,-0.0487,0.0812,0.720
0.404443,0.7074,0.1762,-0.1250,0.740
0.408419,0.7437,0.3649,-0.2531,0.866
0.413679,0.7332,0.5145,-0.3285,0.954
0.418251,0.6899,0.6153,-0.3742,0.997
0.422710,0.5808,0.6892,-0.3474,0.966
0.427782,0.1018,0.8202,0.1368,0.838
0.431861,-0.7971,1.0659,1.3118,1.869
0.438759,-1.1989,1.3016,2.1347,2.773
0.441828,-0.8289,1.3929,2.0946,2.649
0.446426,-0.4024,1.3590,1.9055,2.375
0.450645,-0.1654,1.1979,1.6979,2.085
0.456380,-0.1171,0.9412,1.2747,1.589
0.461230,-0.3551,0.6921,0.7016,1.047
0.464719,-0.7779,0.5081,0.1328,0.939
0.469435,-1.2031,0.4058,-0.4625,1.351
0.474047,-1.5319,0.3777,-1.1202,1.935
0.479006,-1.7498,0.3926,-1.6255,2.420
0.483857,-1.8836,0.4387,-1.8525,2.678
0.488484,-1.9058,0.5333,-1.6418,2.571
0.493030,-1.6676,0.6429,-1.0480,2.072
0.497794,-1.1164,0.7007,-0.4122,1.381
0.502462,-0.5741,0.6805,0.1943,0.911
0.507300,-0.3448,0.5849,0.7343,1.000
0.511819,-0.3202,0.4664,1.1018,1.239
0.516889,-0.2512,0.3559,1.2597,1.333
0.520936,-0.0945,0.2597,1.2449,1.275
0.525598,0.0880,0.1988,1.1477,1.168
0.530235,0.2935,0.1560,1.0610,1.112
0.535304,0.5098,0.1550,1.0000,1.133
0.539638,0.6860,0.2317,0.8849,1.143
0.546100,0.8122,0.3571,0.7214,1.144
0.549047,0.9051,0.4903,0.5593,1.172
0.553798,0.9365,0.6050,0.4503,1.202
0.558521,0.8301,0.6655,0.4202,1.144
0.563042,0.5960,0.7103,0.4302,1.022
0.567792,0.3587,0.7685,0.4444,0.957
0.573159,0.1758,0.7952,0.4315,0.922
0.577547,-0.0099,0.7907,0.3843,0.879
0.582227,-0.1909,0.7772,0.2980,0.854
0.588039,-0.3192,0.7623,0.2202,0.855
0.592090,-0.3807,0.7508,0.1823,0.861
0.596340,-0.3729,0.7475,0.1743,0.853
0.601113,-0.3007,0.7475,0.1771,0.825
0.605430,-0.1644,0.7530,0.1836,0.792
