time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.272670,0.0220,0.0789,-0.2786,0.290
0.276685,-0.0142,0.0845,-0.2831,0.296
0.281377,-0.0644,0.0976,-0.2494,0.275
0.287756,-0.0931,0.1108,-0.1991,0.246
0.292299,-0.0983,0.1121,-0.1536,0.214
0.295231,-0.0754,0.1157,-0.1270,0.188
0.300136,-0.0364,0.1121,-0.1240,0.171
0.304470,-0.0027,0.0941,-0.1185,0.151
0.312671,0.0354,0.0737,-0.1059,0.134
0.314930,0.0778,0.0578,-0.0742,0.122
0.318709,0.1173,0.0418,-0.0213,0.126
0.324281,0.1444,0.0231,0.0384,0.151
0.329858,0.1523,0.0068,0.0550,0.162
0.334007,0.1434,-0.0048,0.0335,0.147
0.337472,0.1157,0.0075,0.0097,0.116
0.342270,0.0908,0.0293,-0.0330,0.101
0.346942,0.0637,0.0393,-0.0682,0.101
0.351729,0.0582,0.0495,-0.0747,0.107
0.356806,0.0740,0.0811,-0.0714,0.131
0.360894,0.0800,0.1079,-0.0752,0.154
0.366748,0.0526,0.1110,-0.0884,0.151
0.371409,0.0277,0.1142,-0.1108,0.162
0.375261,0.0150,0.1199,-0.1142,0.166
0.380142,-0.0046,0.1328,-0.0914,0.161
0.385198,-0.0216,0.1502,-0.0310,0.155
0.388993,-0.0218,0.1697,0.0644,0.183
0.393958,0.0185,0.1838,0.1566,0.242
0.398470,0.0848,0.1785,0.2194,0.295
0.403364,0.1511,0.1632,0.2597,0.342
0.407809,0.1867,0.1568,0.2918,0.380
0.412971,0.1995,0.1404,0.3202,0.402
0.420083,0.2155,0.1187,0.3212,0.405
0.422578,0.2301,0.1181,0.2785,0.380
0.427143,0.2264,0.1173,0.1831,0.314
0.431239,0.1806,0.0973,0.0689,0.216
0.435872,0.0953,0.0755,-0.0614,0.136
0.441325,-0.0153,0.0567,-0.1764,0.186
0.445821,-0.1205,0.0483,-0.2712,0.301
0.451631,-0.1994,0.0552,-0.3528,0.409
0.454661,-0.2453,0.0558,-0.3900,0.464
0.459605,-0.2657,0.0574,-0.4045,0.487
0.464749,-0.2608,0.0767,-0.4062,0.489
0.468886,-0.2211,0.0988,-0.3691,0.441
0.473853,-0.1561,0.1188,-0.2892,0.349
0.478143,-0.1155,0.1245,-0.1670,0.238
0.484086,-0.0754,0.1133,-0.0125,0.137
0.487378,-0.0072,0.1041,0.1313,0.168
0.492982,0.0912,0.0968,0.2241,0.261
0.498018,0.1769,0.0841,0.2711,0.334
0.501732,0.2168,0.0611,0.2891,0.367
0.506085,0.2306,0.0280,0.2592,0.348
0.511613,0.2350,0.0041,0.2246,0.325
0.516038,0.2443,0.0035,0.2043,0.318
0.520306,0.2439,0.0071,0.1701,0.297
0.526484,0.2197,-0.0062,0.1291,0.255
0.530140,0.1717,-0.0052,0.0814,0.190
0.534661,0.1312,0.0053,0.0059,0.131
0.539398,0.0956,0.0111,-0.0809,0.126
0.543879,0.0484,0.0244,-0.1549,0.164
0.549762,0.0040,0.0333,-0.2236,0.226
0.554199,0.0028,0.0616,-0.2586,0.266
0.559623,0.0280,0.1089,-0.2509,0.275
0.563044,0.0319,0.1489,-0.2031,0.254
0.568349,0.0293,0.1742,-0.1444,0.228
0.572305,0.0365,0.1849,-0.1175,0.222
0.577206,0.0488,0.1667,-0.1195,0.211
0.581342,0.0614,0.1459,-0.1600,0.225
0.586054,0.0529,0.1248,-0.2052,0.246
0.591433,0.0401,0.1010,-0.2196,0.245
0.595663,0.0303,0.0886,-0.2153,0.235
0.601297,0.0374,0.0732,-0.2160,0.231
0.605934,0.0541,0.0619,-0.2288,0.243
0.609747,0.0400,0.0405,-0.2534,0.260
0.614294,0.0047,0.0118,-0.2993,0.300
0.618831,-0.0564,-0.0216,-0.3662,0.371
0.623623,-0.1384,-0.0642,-0.4397,0.465
0.628642,-0.2388,-0.1083,-0.5242,0.586
0.633442,-0.3458,-0.1254,-0.5959,0.700
0.638085,-0.4170,-0.1059,-0.6474,0.777
0.642723,-0.4359,-0.0808,-0.6718,0.805
0.647585,-0.4199,-0.0405,-0.6524,0.777
0.651759,-0.3786,0.0051,-0.6231,0.729
0.656796,-0.3334,0.0395,-0.5935,0.682
0.661080,-0.2628,0.0650,-0.5519,0.615
0.666620,-0.1575,0.0960,-0.5105,0.543
0.670872,-0.0364,0.1226,-0.4788,0.496
0.676577,0.0932,0.1472,-0.4190,0.454
0.680231,0.2198,0.1720,-0.3198,0.424
0.685012,0.3412,0.1871,-0.2053,0.440
0.688998,0.4173,0.1951,-0.1186,0.476
0.693954,0.4318,0.1960,-0.0928,0.483
0.698466,0.3902,0.1995,-0.1038,0.450
0.703332,0.3001,0.2031,-0.0990,0.376
0.708254,0.2045,0.2094,-0.0810,0.304
0.713295,0.1082,0.2184,-0.0827,0.257
0.720352,0.0178,0.2303,-0.0944,0.250
0.722279,-0.0572,0.2544,-0.1087,0.283
0.728653,-0.1244,0.2788,-0.1110,0.325
0.732394,-0.1697,0.2820,-0.0895,0.341
0.736592,-0.1817,0.2854,-0.0608,0.344
0.741614,-0.1749,0.3006,-0.0225,0.349
0.745753,-0.1471,0.3085,0.0372,0.344
0.751103,-0.1057,0.3137,0.0872,0.342
0.754792,-0.0603,0.3230,0.1158,0.348
0.759888,-0.0274,0.3222,0.1397,0.352
0.764946,-0.0021,0.3065,0.1494,0.341
0.769598,0.0156,0.2926,0.1379,0.324
0.774999,0.0115,0.2780,0.0981,0.295
0.779079,-0.0094,0.2464,0.0495,0.251
0.783188,-0.0447,0.2381,0.0064,0.242
0.788153,-0.0612,0.2506,-0.0337,0.260
0.793020,-0.0851,0.2507,-0.0871,0.279
0.797036,-0.1142,0.2529,-0.1657,0.323
0.802216,-0.1365,0.2643,-0.2408,0.383
0.807446,-0.1709,0.2828,-0.3101,0.453
0.811827,-0.2054,0.2988,-0.3713,0.519
0.816761,-0.2448,0.3079,-0.4054,0.565
0.821344,-0.2535,0.3171,-0.4104,0.577
0.830734,-0.2434,0.3287,-0.3888,0.564
0.831851,-0.2146,0.3355,-0.3341,0.520
0.836644,-0.1717,0.3305,-0.2633,0.456
0.839641,-0.1620,0.3182,-0.2077,0.413
0.843802,-0.1708,0.3156,-0.1649,0.395
0.849835,-0.1695,0.2986,-0.1350,0.369
0.853970,-0.1628,0.2865,-0.1129,0.348
0.857944,-0.1676,0.2793,-0.1223,0.348
0.863227,-0.1743,0.2652,-0.1582,0.355
0.868128,-0.1855,0.2514,-0.1987,0.370
0.872229,-0.1918,0.2403,-0.2722,0.411
0.876794,-0.1960,0.2251,-0.3352,0.449
0.881503,-0.1913,0.2107,-0.3806,0.475
0.886285,-0.1898,0.1875,-0.4128,0.492
0.892621,-0.2155,0.1605,-0.4058,0.487
0.895281,-0.2278,0.1417,-0.3528,0.443
0.900660,-0.2172,0.1263,-0.2589,0.361
0.904850,-0.1863,0.1092,-0.1554,0.266
0.909600,-0.1041,0.0906,-0.0473,0.146
0.914643,0.0171,0.0823,0.0843,0.119
0.919641,0.1605,0.0673,0.2510,0.305
0.923710,0.3166,0.0647,0.4450,0.550
0.928467,0.4712,0.0670,0.6377,0.796
0.933913,0.6010,0.0695,0.8239,1.022
0.938115,0.7113,0.0768,1.0008,1.230
0.942935,0.7909,0.0770,1.1610,1.407
0.947690,0.8382,0.0820,1.2946,1.544
0.951622,0.8775,0.0941,1.3898,1.646
0.957637,0.8879,0.1109,1.4606,1.713
0.960885,0.8460,0.1111,1.5000,1.726
0.966486,0.7665,0.1069,1.4894,1.678
0.971040,0.6780,0.1199,1.4364,1.593
0.975943,0.5854,0.1312,1.3296,1.459
0.980283,0.4670,0.1647,1.1887,1.288
0.985004,0.3277,0.2349,1.0284,1.105
0.989872,0.1627,0.3248,0.8610,0.934
0.994478,-0.0115,0.4344,0.7033,0.827
0.998617,-0.1645,0.5587,0.5584,0.807
1.003244,-0.2923,0.6736,0.4147,0.843
1.008423,-0.3839,0.7862,0.2774,0.918
1.013486,-0.4494,0.8749,0.1661,0.998
1.019432,-0.5014,0.9351,0.0783,1.064
1.022126,-0.5212,0.9739,0.0069,1.105
1.026492,-0.5236,1.0053,-0.0432,1.134
1.032504,-0.5185,1.0291,-0.0507,1.153
1.036062,-0.5058,1.0263,-0.0113,1.144
1.041230,-0.4741,1.0039,0.0749,1.113
1.045150,-0.4470,0.9595,0.1788,1.073
1.050574,-0.4457,0.9001,0.3190,1.054
1.055018,-0.4294,0.8307,0.4950,1.058
1.059921,-0.3811,0.7749,0.6609,1.087
1.064248,-0.3008,0.7300,0.8001,1.124
1.069759,-0.2072,0.7030,0.8884,1.152
1.074458,-0.1236,0.6890,0.9447,1.176
1.078201,-0.0495,0.6735,0.9904,1.199
1.083064,0.0156,0.6706,1.0156,1.217
1.087999,0.0791,0.6637,1.0203,1.220
1.092456,0.1362,0.6646,1.0071,1.214
1.096906,0.1774,0.6708,0.9406,1.169
1.101303,0.1931,0.6657,0.8287,1.080
1.106324,0.1618,0.6614,0.6837,0.965
1.111427,0.1218,0.6558,0.5229,0.848
1.116006,0.0773,0.6632,0.3419,0.750
1.120289,0.0140,0.6910,0.1436,0.706
1.128698,-0.0539,0.7107,-0.0527,0.715
1.130759,-0.1290,0.7275,-0.2303,0.774
1.135867,-0.2042,0.7299,-0.3891,0.852
1.139142,-0.2560,0.7183,-0.5315,0.930
1.144490,-0.2989,0.7026,-0.6671,1.014
1.149879,-0.3353,0.6857,-0.7816,1.092
1.153978,-0.3726,0.6797,-0.8750,1.169
1.159839,-0.4180,0.6679,-0.9451,1.230
1.162340,-0.4260,0.6651,-0.9733,1.253
1.167468,-0.3780,0.6853,-0.9553,1.235
1.172239,-0.3072,0.7022,-0.9154,1.194
1.176488,-0.2443,0.7088,-0.8660,1.145
1.180996,-0.1962,0.7121,-0.7909,1.082
1.185893,-0.1338,0.7000,-0.6810,0.986
1.192104,-0.0645,0.6915,-0.5580,0.891
1.195166,0.0123,0.6887,-0.4296,0.812
1.200463,0.0964,0.7007,-0.2698,0.757
1.205550,0.1644,0.7273,-0.0862,0.751
1.210797,0.2071,0.7418,0.0685,0.773
1.214024,0.2274,0.7582,0.1968,0.816
1.219337,0.2469,0.7765,0.3129,0.873
1.223626,0.2654,0.7893,0.4054,0.926
1.230244,0.2756,0.8177,0.4650,0.980
1.233161,0.2917,0.8475,0.4731,1.013
1.237857,0.2917,0.8595,0.4046,0.994
1.242251,0.2446,0.8423,0.2888,0.923
1.247015,0.1600,0.8248,0.1621,0.856
1.251568,0.0829,0.8334,0.0271,0.838
1.256155,-0.0177,0.8466,-0.0920,0.852
1.260882,-0.1346,0.8812,-0.1812,0.910
1.266505,-0.2371,0.9181,-0.2381,0.978
1.270519,-0.3162,0.9357,-0.2769,1.026
1.276871,-0.3323,0.9674,-0.2734,1.059
1.279998,-0.2844,1.0033,-0.2157,1.065
1.284515,-0.1708,1.0147,-0.1133,1.035
1.289849,0.0147,0.9921,0.0550,0.994
1.294272,0.2174,0.9471,0.2476,1.003
1.299486,0.4117,0.8916,0.4640,1.086
1.303013,0.6196,0.8159,0.7272,1.256
1.308362,0.8630,0.7175,1.0244,1.520
1.313232,1.1420,0.6203,1.2955,1.835
1.318044,1.3857,0.5232,1.4987,2.107
1.322189,1.5130,0.4078,1.6242,2.257
1.328529,1.5650,0.2936,1.7027,2.331
1.331250,1.6091,0.1931,1.7007,2.349
1.335904,1.6095,0.1307,1.6255,2.291
1.341201,1.5567,0.0975,1.5250,2.181
1.344959,1.4765,0.0772,1.3925,2.031
1.351004,1.3803,0.0631,1.2215,1.844
1.354544,1.2981,0.0389,1.0368,1.662
1.359177,1.2484,0.0313,0.9348,1.560
1.364543,1.2257,0.0572,0.9399,1.546
1.368950,1.2153,0.1119,1.0234,1.593
1.373356,1.2149,0.2024,1.1948,1.716
1.378067,1.2700,0.3069,1.4370,1.942
1.382392,1.3785,0.3962,1.6949,2.220
1.387073,1.5212,0.4436,1.9562,2.517
1.392836,1.6957,0.4392,2.1947,2.808
1.396436,1.8804,0.3895,2.4129,3.084
1.401513,2.0583,0.2894,2.6228,3.347
1.405918,2.2385,0.1647,2.8226,3.606
1.411341,2.4349,0.0579,3.0198,3.880
1.415672,2.6399,-0.0481,3.2196,4.164
1.419877,2.8703,-0.1254,3.4388,4.481
1.428129,3.0929,-0.1719,3.6625,4.797
1.429481,3.2990,-0.1954,3.8900,5.104
1.437062,3.5568,-0.2036,4.1298,5.454
1.438507,3.8506,-0.2374,4.3760,5.834
1.443760,4.1288,-0.2971,4.6133,6.198
1.448430,4.3806,-0.3946,4.7830,6.498
1.452851,4.6005,-0.5199,4.8384,6.697
1.457832,4.7565,-0.6418,4.7756,6.771
1.462182,4.7877,-0.7571,4.5938,6.678
1.466922,4.4868,-0.7663,4.2852,6.252
1.472254,3.9829,-0.7475,3.9488,5.658
1.476439,3.6363,-0.8291,3.5664,5.160
1.481700,3.2530,-0.8788,3.0545,4.548
1.485440,2.6999,-0.8340,2.5011,3.774
1.490531,2.0904,-0.7302,1.9081,2.923
1.494665,1.4248,-0.5717,1.3042,2.014
1.501092,0.7293,-0.3820,0.7493,1.113
1.504210,0.0278,-0.1800,0.2368,0.299
1.509529,-0.6187,0.0204,-0.2085,0.653
1.514283,-1.1686,0.1929,-0.5922,1.324
1.518564,-1.6283,0.3232,-0.9151,1.896
1.522833,-2.0046,0.4161,-1.1828,2.364
1.528988,-2.2827,0.4737,-1.4130,2.726
1.532488,-2.4571,0.4909,-1.6069,2.977
1.537408,-2.5460,0.5006,-1.7442,3.127
1.541954,-2.5410,0.5187,-1.8173,3.167
1.547347,-2.4621,0.5422,-1.8449,3.124
1.551480,-2.3172,0.5868,-1.8029,2.994
1.556633,-2.0828,0.6324,-1.6722,2.745
1.560282,-1.7975,0.6685,-1.4839,2.425
1.565754,-1.4900,0.6847,-1.2862,2.084
1.570378,-1.1483,0.6563,-1.1032,1.722
1.575749,-0.7577,0.5757,-0.9280,1.329
1.579283,-0.3346,0.4475,-0.7753,0.956
1.584313,0.0594,0.2644,-0.6552,0.709
1.588440,0.4035,0.0461,-0.5800,0.708
1.593922,0.7004,-0.2142,-0.5667,0.926
1.597945,0.9201,-0.4373,-0.5966,1.181
1.603194,1.0139,-0.5482,-0.6302,1.314
1.607614,1.0235,-0.6804,-0.6490,1.390
1.612893,0.9873,-0.8713,-0.6457,1.467
1.617239,0.8862,-1.0533,-0.5917,1.498
1.622316,0.7279,-1.1895,-0.5138,1.486
1.625872,0.5251,-1.2604,-0.4554,1.439
1.631634,0.2972,-1.2918,-0.4240,1.392
1.635297,0.0593,-1.2977,-0.4154,1.364
1.641149,-0.1903,-1.3134,-0.4203,1.392
1.645145,-0.4227,-1.3434,-0.4464,1.477
1.650493,-0.6258,-1.3829,-0.5032,1.599
1.654706,-0.7973,-1.4268,-0.6002,1.741
1.659583,-0.9373,-1.4490,-0.6992,1.862
1.664241,-1.0508,-1.4497,-0.7903,1.957
1.668562,-1.1430,-1.4196,-0.8757,2.022
1.672854,-1.2068,-1.3714,-0.9530,2.060
1.677575,-1.2448,-1.3054,-1.0841,2.104
1.682839,-1.2713,-1.2387,-1.2761,2.186
1.686922,-1.3105,-1.1836,-1.4810,2.305
1.691665,-1.3411,-1.1331,-1.6986,2.443
1.696367,-1.3636,-1.0898,-1.9093,2.587
1.701492,-1.4052,-1.0276,-2.0598,2.697
1.705589,-1.4641,-0.9492,-2.1520,2.771
1.710321,-1.5030,-0.8834,-2.1999,2.807
1.715813,-1.5295,-0.8352,-2.2149,2.818
1.719684,-1.5560,-0.8213,-2.2113,2.826
1.728022,-1.5708,-0.8300,-2.2080,2.834
1.729183,-1.5474,-0.8756,-2.2004,2.829
1.733868,-1.4976,-0.9627,-2.2221,2.847
1.738718,-1.4355,-1.0766,-2.2590,2.885
1.743232,-1.3630,-1.2074,-2.3209,2.950
1.747943,-1.3062,-1.3310,-2.3938,3.035
1.752582,-1.2910,-1.4304,-2.4325,3.103
1.757925,-1.2981,-1.5101,-2.4562,3.162
1.762322,-1.3128,-1.5840,-2.4557,3.204
1.767942,-1.3280,-1.6472,-2.4429,3.232
1.771383,-1.3102,-1.6804,-2.4226,3.226
1.776347,-1.2378,-1.6909,-2.3783,3.170
1.781178,-1.1248,-1.6787,-2.3174,3.075
1.785309,-0.9852,-1.6562,-2.2737,2.980
1.790530,-0.8141,-1.6378,-2.2449,2.896
1.794658,-0.6161,-1.5953,-2.2142,2.798
1.801555,-0.3986,-1.5601,-2.1816,2.712
1.804218,-0.1975,-1.5518,-2.1494,2.658
1.810948,-0.0275,-1.5324,-2.1412,2.633
1.814047,0.1087,-1.5117,-2.1496,2.630
1.818235,0.2060,-1.4944,-2.1861,2.656
1.823069,0.2855,-1.4685,-2.2529,2.704
1.828930,0.3347,-1.4244,-2.3279,2.750
1.833188,0.3413,-1.3570,-2.4134,2.790
1.836759,0.3169,-1.2946,-2.5328,2.862
1.841514,0.2776,-1.2488,-2.6668,2.958
1.847231,0.2186,-1.2238,-2.7745,3.040
1.850862,0.1466,-1.1856,-2.8534,3.093
1.856807,0.0593,-1.1431,-2.9036,3.121
1.861345,-0.0314,-1.1150,-2.8965,3.104
1.865184,-0.1061,-1.0817,-2.8466,3.047
1.870055,-0.1573,-1.0550,-2.7304,2.931
1.874914,-0.1699,-1.0322,-2.5341,2.742
1.880041,-0.1408,-1.0133,-2.2608,2.482
1.884282,-0.0668,-1.0008,-1.9257,2.171
1.888637,0.0431,-0.9875,-1.5625,1.849
1.894023,0.1801,-0.9762,-1.1841,1.545
1.899199,0.3137,-0.9767,-0.8123,1.309
1.903035,0.4491,-0.9821,-0.4976,1.189
1.907806,0.6083,-0.9905,-0.2260,1.184
1.912448,0.7892,-0.9973,0.0239,1.272
1.917871,0.9919,-1.0103,0.2163,1.432
1.921925,1.1923,-1.0227,0.3297,1.605
1.926723,1.3806,-1.0274,0.3860,1.764
1.931068,1.5327,-1.0318,0.4046,1.891
1.936940,1.6286,-1.0169,0.3862,1.958
1.941276,1.6726,-0.9826,0.3482,1.971
1.945662,1.6544,-0.9241,0.3150,1.921
1.951249,1.5733,-0.8459,0.2800,1.808
1.954889,1.4503,-0.7670,0.2460,1.659
1.959198,1.3235,-0.6801,0.2277,1.505
1.964545,1.2239,-0.5897,0.2395,1.379
1.968791,1.1515,-0.5055,0.2979,1.292
1.974313,1.1091,-0.4205,0.4003,1.252
1.978206,1.1064,-0.3398,0.5488,1.281
1.982964,1.1436,-0.2828,0.7529,1.398
1.987155,1.2182,-0.2357,1.0054,1.597
1.992343,1.3472,-0.1941,1.2869,1.873
1.996552,1.5186,-0.1703,1.5590,2.183
2.000932,1.7114,-0.1719,1.8143,2.500
2.006879,1.8807,-0.2064,2.0737,2.807
2.011312,2.0134,-0.2549,2.3507,3.106
2.016204,2.1200,-0.3150,2.6061,3.374
2.021134,2.1653,-0.3941,2.7915,3.555
2.028531,2.1666,-0.4750,2.8852,3.639
2.029643,2.1025,-0.5504,2.8871,3.614
2.038141,1.9945,-0.5935,2.8022,3.490
2.039459,1.8827,-0.5993,2.6572,3.311
2.044228,1.7447,-0.6103,2.4867,3.098
2.048231,1.5889,-0.6285,2.3154,2.878
2.052876,1.4262,-0.6177,2.1730,2.672
2.058112,1.2724,-0.5871,2.0529,2.486
2.062485,1.1435,-0.5652,1.9582,2.337
2.066865,1.0628,-0.5636,1.8822,2.234
2.071711,1.0298,-0.5819,1.8131,2.165
2.076730,1.0131,-0.5985,1.7752,2.130
2.081558,1.0367,-0.6107,1.8088,2.172
2.085602,1.0889,-0.6041,1.8994,2.271
2.091611,1.1340,-0.5715,2.0061,2.374
2.095925,1.1558,-0.5416,2.0925,2.451
2.100673,1.1334,-0.4976,2.2061,2.530
2.104441,1.0989,-0.4276,2.3843,2.660
2.109937,1.0460,-0.3388,2.5713,2.797
2.113682,0.9496,-0.2435,2.7542,2.923
2.118668,0.8086,-0.1345,2.9032,3.017
2.124052,0.6224,-0.0027,3.0003,3.064
2.129394,0.4452,0.1417,3.0752,3.110
2.132500,0.2946,0.3031,3.0962,3.125
2.137491,0.1324,0.4591,3.0300,3.067
2.142876,-0.0278,0.5685,2.8581,2.914
2.146487,-0.1490,0.6477,2.5940,2.678
2.151573,-0.2307,0.7007,2.2654,2.383
2.157005,-0.3010,0.7295,1.9077,2.064
2.160600,-0.3546,0.7385,1.5507,1.754
2.166273,-0.3569,0.7130,1.1860,1.429
2.170487,-0.3165,0.6670,0.8003,1.089
2.176645,-0.2630,0.6195,0.4156,0.791
2.179806,-0.2114,0.5584,0.0707,0.601
2.184241,-0.1362,0.4692,-0.2077,0.531
2.188573,-0.0259,0.3807,-0.4314,0.576
2.193617,0.0738,0.3190,-0.5835,0.669
2.199077,0.1604,0.2386,-0.6547,0.715
2.203321,0.2439,0.1206,-0.6594,0.713
2.208272,0.3390,-0.0250,-0.6269,0.713
2.212354,0.4225,-0.1431,-0.6102,0.756
2.217720,0.4547,-0.2189,-0.5980,0.782
2.221546,0.4393,-0.2640,-0.5866,0.779
2.226627,0.3869,-0.2898,-0.5693,0.747
2.230974,0.3319,-0.3101,-0.5087,0.682
2.236634,0.2874,-0.3196,-0.4485,0.621
2.241076,0.2522,-0.3348,-0.4162,0.591
2.244904,0.2275,-0.3740,-0.4031,0.595
2.250640,0.1783,-0.4198,-0.4721,0.656
2.255027,0.0769,-0.4884,-0.6694,0.832
2.259336,-0.1049,-0.5764,-0.9615,1.126
2.263597,-0.3815,-0.6472,-1.3126,1.512
2.269338,-0.7362,-0.6838,-1.6817,1.959
2.274075,-1.1241,-0.6880,-2.0302,2.420
2.277766,-1.5051,-0.6643,-2.3479,2.867
2.282749,-1.8583,-0.6269,-2.6487,3.296
2.287431,-2.1868,-0.5780,-2.9394,3.709
2.292472,-2.4649,-0.5153,-3.1931,4.067
2.296594,-2.6885,-0.4508,-3.4166,4.371
2.301225,-2.8699,-0.3896,-3.5952,4.617
2.305965,-2.9909,-0.3415,-3.7284,4.792
2.310455,-3.0595,-0.2879,-3.8204,4.903
2.316272,-3.0959,-0.2387,-3.8275,4.929
2.320178,-3.0746,-0.1896,-3.7850,4.880
2.327728,-3.0180,-0.1293,-3.7307,4.800
2.330476,-2.9529,-0.0798,-3.6427,4.690
2.336832,-2.8702,-0.0368,-3.5114,4.535
2.338391,-2.7651,-0.0058,-3.3487,4.343
2.343907,-2.6324,-0.0014,-3.1741,4.124
2.349237,-2.4743,-0.0335,-2.9784,3.872
2.352788,-2.2682,-0.0980,-2.7454,3.563
2.357304,-2.0227,-0.1855,-2.4689,3.197
2.362047,-1.7462,-0.2990,-2.1523,2.788
2.366630,-1.4688,-0.4314,-1.8441,2.397
2.371707,-1.2045,-0.5807,-1.5564,2.052
2.377164,-0.9127,-0.7423,-1.2869,1.744
2.380850,-0.5771,-0.8710,-1.0328,1.469
2.386213,-0.2389,-1.0076,-0.7867,1.301
2.390811,0.0845,-1.1858,-0.6005,1.332
2.395314,0.3970,-1.3622,-0.4571,1.491
2.399662,0.6628,-1.5176,-0.3800,1.699
2.404485,0.8439,-1.6371,-0.3695,1.878
2.409591,0.9407,-1.7225,-0.4113,2.005
2.413565,0.9822,-1.7517,-0.4697,2.062
2.418251,0.9784,-1.7121,-0.4898,2.032
2.424012,0.9245,-1.6125,-0.4884,1.922
2.427988,0.8282,-1.4929,-0.4754,1.772
2.433135,0.7111,-1.3720,-0.4557,1.611
2.437639,0.6142,-1.2564,-0.4413,1.466
2.442592,0.5399,-1.1599,-0.4205,1.347
2.447250,0.4998,-1.0682,-0.3738,1.237
2.451768,0.4984,-1.0001,-0.3226,1.163
2.456441,0.5350,-0.9510,-0.2571,1.121
2.460534,0.6259,-0.9045,-0.1600,1.112
2.466230,0.7827,-0.8706,-0.0362,1.171
2.469925,0.9980,-0.8260,0.0930,1.299
2.476717,1.2260,-0.7856,0.2349,1.475
2.479598,1.4309,-0.7762,0.3847,1.673
2.484396,1.5837,-0.7980,0.5282,1.850
2.488547,1.7080,-0.8465,0.6753,2.022
2.493427,1.7967,-0.8979,0.8450,2.179
2.498433,1.8259,-0.9643,1.0134,2.300
2.503080,1.8148,-1.0405,1.1304,2.378
2.508139,1.7298,-1.1120,1.2104,2.386
2.512520,1.5709,-1.1567,1.2846,2.336
2.518887,1.3977,-1.1765,1.3533,2.274
2.521299,1.2267,-1.1757,1.4189,2.214
2.526732,1.0553,-1.1512,1.4770,2.150
2.530899,0.9004,-1.1051,1.5154,2.080
2.540562,0.7742,-1.0512,1.5412,2.020
2.541600,0.6798,-0.9753,1.6162,2.006
2.545428,0.6465,-0.8680,1.7973,2.098
2.551873,0.7059,-0.7609,2.0839,2.328
2.554216,0.8492,-0.6736,2.4346,2.665
