time,gFx,gFy,gFz,TgF
0.002045416,-0.8213,-0.1954,0.5367,1.000
0.002677031,-0.8128,-0.1984,0.5374,0.994
0.003111562,-0.8057,-0.2033,0.5384,0.990
0.003660729,-0.7998,-0.2101,0.5387,0.987
0.003924166,-0.7986,-0.2147,0.5399,0.988
0.008371041,-0.8020,-0.2177,0.5409,0.992
0.008942708,-0.8045,-0.2206,0.5431,0.995
0.013164375,-0.8084,-0.2218,0.5465,1.001
0.013734062,-0.8130,-0.2226,0.5497,1.006
0.016089218,-0.8176,-0.2243,0.5538,1.013
0.017987291,-0.8233,-0.2233,0.5580,1.019
0.020113854,-0.8279,-0.2204,0.5626,1.025
0.022198906,-0.8304,-0.2199,0.5655,1.028
0.025704323,-0.8250,-0.2230,0.5612,1.022
0.027528177,-0.7952,-0.2355,0.5487,0.994
0.029691823,-0.7757,-0.2418,0.5396,0.975
0.031760468,-0.7874,-0.2345,0.5370,0.981
0.034416458,-0.7988,-0.2279,0.5321,0.987
0.036266302,-0.8059,-0.2240,0.5277,0.989
0.039080833,-0.8115,-0.2218,0.5252,0.992
0.040832343,-0.8155,-0.2172,0.5221,0.992
0.043576302,-0.8189,-0.2152,0.5179,0.993
0.045612239,-0.8238,-0.2155,0.5133,0.994
0.04801,-0.8274,-0.2113,0.5084,0.994
0.051306823,-0.8309,-0.2067,0.5040,0.994
0.056382656,-0.8345,-0.2030,0.5015,0.995
0.056988021,-0.8375,-0.2003,0.4989,0.995
0.057333854,-0.8397,-0.1998,0.4972,0.996
0.060544791,-0.8409,-0.1962,0.4969,0.996
0.062022604,-0.8433,-0.1930,0.4957,0.997
0.06521401,-0.8460,-0.1922,0.4932,0.998
0.066553593,-0.8467,-0.1896,0.4913,0.997
0.069203021,-0.8472,-0.1881,0.4908,0.997
0.071830625,-0.8477,-0.1866,0.4903,0.997
0.073587968,-0.8487,-0.1849,0.4884,0.996
0.077198489,-0.8494,-0.1864,0.4886,0.997
0.081102708,-0.8489,-0.1874,0.4888,0.997
0.081732187,-0.8489,-0.1861,0.4886,0.997
0.082960677,-0.8484,-0.1864,0.4901,0.997
0.085738698,-0.8475,-0.1866,0.4918,0.997
0.088001823,-0.8477,-0.1864,0.4928,0.998
0.091144791,-0.8460,-0.1857,0.4957,0.998
0.093491406,-0.8438,-0.1866,0.4981,0.997
0.098187708,-0.8426,-0.1886,0.4996,0.998
0.098800416,-0.8404,-0.1881,0.5030,0.997
0.099471041,-0.8375,-0.1886,0.5069,0.997
0.102245573,-0.8353,-0.1896,0.5118,0.998
0.1043075,-0.8357,-0.1908,0.5174,1.001
0.106383593,-0.8353,-0.1925,0.5218,1.003
0.109114896,-0.8343,-0.1935,0.5262,1.005
0.111179114,-0.8353,-0.1947,0.5299,1.008
0.113625781,-0.8365,-0.1959,0.5343,1.012
0.116154791,-0.8375,-0.1964,0.5399,1.016
0.118952187,-0.8375,-0.1986,0.5472,1.020
0.12330401,-0.8384,-0.2013,0.5533,1.025
0.12399651,-0.8406,-0.2013,0.5587,1.029
0.12579026,-0.8421,-0.2013,0.5655,1.034
0.12763375,-0.8431,-0.2023,0.5717,1.038
0.129928073,-0.8433,-0.2023,0.5770,1.042
0.132825729,-0.8450,-0.2025,0.5817,1.046
0.135229531,-0.8484,-0.2033,0.5863,1.051
0.140141614,-0.8497,-0.2023,0.5883,1.053
0.140884062,-0.8499,-0.1998,0.5873,1.052
0.141565521,-0.8524,-0.1986,0.5883,1.055
0.144156406,-0.8531,-0.1991,0.5900,1.056
0.148897968,-0.8533,-0.1986,0.5900,1.056
0.149564218,-0.8565,-0.1974,0.5875,1.057
0.1508875,-0.8594,-0.1957,0.5858,1.058
0.153146354,-0.8619,-0.1940,0.5841,1.059
0.155646093,-0.8633,-0.1925,0.5807,1.058
0.157910885,-0.8646,-0.1925,0.5765,1.057
0.161427187,-0.8670,-0.1920,0.5714,1.056
0.16245401,-0.8690,-0.1898,0.5670,1.055
0.164871198,-0.8697,-0.1881,0.5629,1.053
0.167143593,-0.8702,-0.1874,0.5580,1.051
0.169745,-0.8687,-0.1866,0.5524,1.046
0.172163698,-0.8665,-0.1861,0.5458,1.041
0.174329166,-0.8641,-0.1871,0.5394,1.036
0.177339948,-0.8611,-0.1883,0.5338,1.031
0.178789427,-0.8587,-0.1886,0.5267,1.025
0.181237916,-0.8567,-0.1905,0.5174,1.019
0.183452343,-0.8538,-0.1913,0.5086,1.012
0.185787135,-0.8514,-0.1918,0.4989,1.005
0.188488646,-0.8494,-0.1932,0.4896,0.999
0.191219479,-0.8465,-0.1947,0.4808,0.993
0.193515052,-0.8453,-0.1964,0.4708,0.987
0.198260416,-0.8448,-0.1969,0.4639,0.984
0.198902708,-0.8438,-0.1993,0.4556,0.979
0.200250625,-0.8431,-0.2013,0.4476,0.976
0.202794323,-0.8440,-0.2006,0.4436,0.974
0.204521198,-0.8462,-0.2011,0.4410,0.975
0.207043229,-0.8472,-0.2030,0.4366,0.974
0.209576302,-0.8475,-0.2045,0.4334,0.974
0.21203552,-0.8494,-0.2023,0.4317,0.974
0.21391552,-0.8526,-0.1993,0.4297,0.975
0.217069323,-0.8555,-0.1984,0.4302,0.978
0.218643281,-0.8589,-0.1979,0.4317,0.981
0.220959479,-0.8616,-0.1962,0.4334,0.984
0.223395104,-0.8646,-0.1937,0.4329,0.986
0.226576302,-0.8699,-0.1935,0.4314,0.990
0.231250573,-0.8748,-0.1935,0.4312,0.994
0.232020833,-0.8770,-0.1935,0.4329,0.997
0.232575104,-0.8787,-0.1925,0.4353,0.999
0.235730677,-0.8809,-0.1910,0.4383,1.002
0.23715901,-0.8834,-0.1908,0.4417,1.006
0.239847239,-0.8856,-0.1920,0.4454,1.010
