time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002753,-0.0769,-0.1419,-0.4037,0.435
0.003267,-0.0263,-0.1536,-0.2301,0.278
0.008157,-0.0353,-0.1177,-0.1361,0.183
0.013457,0.0302,-0.0823,-0.0713,0.113
0.018107,0.1270,-0.0452,0.0216,0.137
0.022136,0.1859,-0.0186,0.1114,0.218
0.026179,0.1828,-0.0239,0.1888,0.264
0.031922,0.1489,-0.0419,0.2753,0.316
0.035593,0.1464,-0.0728,0.3756,0.410
0.040813,0.1824,-0.1072,0.4827,0.527
0.045046,0.2330,-0.1335,0.6178,0.674
0.049591,0.2792,-0.1638,0.7329,0.801
0.054299,0.3020,-0.1698,0.8088,0.880
0.059549,0.3065,-0.1469,0.8382,0.904
0.064195,0.3022,-0.1237,0.7947,0.859
0.069372,0.2916,-0.0975,0.7097,0.773
0.073881,0.2698,-0.0584,0.5715,0.635
0.077927,0.2295,-0.0226,0.3825,0.447
0.082647,0.1874,0.0032,0.1694,0.253
0.090958,0.1337,0.0053,-0.0508,0.143
0.091953,0.0515,-0.0182,-0.2658,0.271
0.096721,-0.0453,-0.0380,-0.4895,0.493
0.102266,-0.1446,-0.0586,-0.6885,0.706
0.107550,-0.2302,-0.0774,-0.8433,0.878
0.110784,-0.3067,-0.0917,-0.9635,1.015
0.115371,-0.4125,-0.0872,-1.0228,1.106
0.119828,-0.5238,-0.0830,-1.0141,1.144
0.125811,-0.6046,-0.0696,-0.9566,1.134
0.132718,-0.6456,-0.0400,-0.8407,1.061
0.134040,-0.6374,-0.0092,-0.6544,0.914
0.138928,-0.5737,0.0008,-0.4216,0.712
0.143868,-0.4662,0.0087,-0.1708,0.497
0.149315,-0.3340,0.0280,0.0903,0.347
0.153877,-0.2006,0.0106,0.3682,0.419
0.157511,-0.0821,-0.0130,0.5887,0.595
0.165947,0.0291,-0.0166,0.7067,0.707
0.167318,0.1520,-0.0172,0.7253,0.741
0.171514,0.2605,-0.0195,0.6668,0.716
0.176943,0.3142,-0.0253,0.5558,0.639
