time,gFx,gFy,gFz,TgF
0.37939599,-0.8069,-0.1434,0.5463,0.985
0.382367708,-0.8037,-0.1459,0.5463,0.983
0.383537448,-0.8023,-0.1461,0.5450,0.981
0.386038385,-0.8013,-0.1485,0.5460,0.981
0.388709167,-0.7998,-0.1498,0.5467,0.980
0.39040724,-0.7991,-0.1490,0.5470,0.980
0.39353625,-0.7957,-0.1493,0.5475,0.977
0.395316042,-0.7932,-0.1498,0.5485,0.976
0.39768401,-0.7927,-0.1505,0.5494,0.976
0.399954427,-0.7908,-0.1507,0.5489,0.974
0.40328349,-0.7913,-0.1510,0.5499,0.975
0.405489948,-0.7920,-0.1500,0.5509,0.976
0.40733099,-0.7923,-0.1490,0.5521,0.977
0.410626927,-0.7942,-0.1507,0.5526,0.979
0.412198854,-0.7964,-0.1525,0.5533,0.982
0.415116667,-0.7969,-0.1527,0.5536,0.982
0.416161198,-0.7974,-0.1525,0.5538,0.983
0.418693906,-0.7981,-0.1515,0.5546,0.984
0.421196042,-0.7988,-0.1510,0.5521,0.983
0.423447604,-0.7998,-0.1500,0.5502,0.982
0.426563958,-0.7993,-0.1490,0.5487,0.981
0.428547135,-0.8001,-0.1495,0.5472,0.981
0.430610677,-0.8020,-0.1488,0.5450,0.981
0.433512187,-0.8032,-0.1481,0.5421,0.980
0.435637917,-0.8047,-0.1476,0.5389,0.980
0.4375275,-0.8050,-0.1488,0.5360,0.978
0.440247969,-0.8054,-0.1478,0.5340,0.978
0.442786562,-0.8072,-0.1454,0.5311,0.977
0.444591667,-0.8096,-0.1466,0.5274,0.977
0.446903958,-0.8120,-0.1463,0.5274,0.979
0.449871094,-0.8137,-0.1466,0.5274,0.981
0.454586458,-0.8155,-0.1476,0.5260,0.982
0.455383333,-0.8179,-0.1459,0.5257,0.983
0.456272344,-0.8211,-0.1463,0.5260,0.986
0.458513229,-0.8238,-0.1459,0.5265,0.988
0.460743854,-0.8262,-0.1434,0.5267,0.990
0.46354401,-0.8277,-0.1429,0.5262,0.991
0.465800937,-0.8289,-0.1437,0.5272,0.993
0.469239219,-0.8304,-0.1449,0.5296,0.995
0.47027599,-0.8314,-0.1456,0.5318,0.998
0.472340781,-0.8318,-0.1454,0.5338,0.999
0.474461406,-0.8321,-0.1459,0.5374,1.001
0.477154896,-0.8321,-0.1459,0.5406,1.003
0.479658385,-0.8309,-0.1459,0.5441,1.004
0.481646198,-0.8304,-0.1476,0.5477,1.006
0.484316667,-0.8318,-0.1476,0.5519,1.009
0.486834844,-0.8304,-0.1481,0.5560,1.010
0.488663125,-0.8286,-0.1500,0.5604,1.012
0.492034635,-0.8281,-0.1498,0.5655,1.014
0.493646823,-0.8262,-0.1503,0.5697,1.015
0.495891354,-0.8247,-0.1510,0.5721,1.015
0.499067656,-0.8235,-0.1520,0.5753,1.016
0.501019375,-0.8223,-0.1546,0.5804,1.018
0.503487865,-0.8208,-0.1561,0.5836,1.019
0.505034531,-0.8189,-0.1566,0.5858,1.019
0.507239427,-0.8174,-0.1578,0.5870,1.019
0.509884635,-0.8147,-0.1578,0.5892,1.018
0.513026042,-0.8120,-0.1586,0.5919,1.017
0.514714375,-0.8108,-0.1595,0.5914,1.016
0.517071719,-0.8091,-0.1598,0.5902,1.014
0.520832656,-0.8067,-0.1595,0.5909,1.013
0.521688698,-0.8050,-0.1588,0.5909,1.011
0.524131302,-0.8042,-0.1578,0.5887,1.009
0.528998333,-0.8040,-0.1586,0.5878,1.008
0.529989792,-0.8028,-0.1608,0.5868,1.007
0.530793489,-0.8006,-0.1622,0.5836,1.004
0.533270312,-0.7988,-0.1605,0.5802,1.000
0.536756458,-0.7986,-0.1588,0.5770,0.998
0.538054219,-0.7991,-0.1578,0.5714,0.995
0.540073646,-0.7988,-0.1573,0.5687,0.993
0.543082604,-0.7993,-0.1573,0.5658,0.992
0.544838281,-0.8006,-0.1586,0.5604,0.990
0.547369844,-0.8018,-0.1583,0.5568,0.989
0.549427552,-0.8020,-0.1561,0.5546,0.987
0.551653333,-0.8015,-0.1566,0.5507,0.985
0.554280052,-0.8028,-0.1571,0.5463,0.984
0.556913385,-0.8035,-0.1571,0.5448,0.983
0.559615885,-0.8035,-0.1546,0.5428,0.982
0.56599526,-0.8042,-0.1542,0.5399,0.981
0.566860677,-0.8037,-0.1551,0.5396,0.980
0.567803854,-0.8032,-0.1549,0.5387,0.979
0.568240885,-0.8028,-0.1534,0.5382,0.979
0.572044948,-0.8020,-0.1527,0.5389,0.978
0.572828073,-0.8032,-0.1520,0.5379,0.979
0.575208281,-0.8045,-0.1505,0.5389,0.980
0.578310833,-0.8057,-0.1500,0.5404,0.982
0.579834375,-0.8069,-0.1510,0.5394,0.982
0.58254,-0.8076,-0.1520,0.5413,0.984
0.585301042,-0.8093,-0.1522,0.5455,0.988
0.588857812,-0.8113,-0.1517,0.5467,0.990
0.589706875,-0.8120,-0.1525,0.5497,0.992
0.591445104,-0.8118,-0.1534,0.5546,0.995
0.594605,-0.8128,-0.1529,0.5572,0.997
0.596675781,-0.8128,-0.1525,0.5616,1.000
0.598377969,-0.8128,-0.1537,0.5670,1.003
0.600854844,-0.8137,-0.1549,0.5709,1.006
0.607007344,-0.8128,-0.1573,0.5775,1.009
0.607611458,-0.8128,-0.1573,0.5775,1.009
0.612702604,-0.8111,-0.1595,0.5829,1.011
0.613496823,-0.8089,-0.1605,0.5846,1.011
0.615018385,-0.8089,-0.1612,0.5883,1.013
0.617653802,-0.8093,-0.1627,0.5897,1.015
0.620386614,-0.8084,-0.1637,0.5912,1.015
0.622141771,-0.8079,-0.1642,0.5939,1.016
0.624295052,-0.8086,-0.1654,0.5944,1.017
0.627306146,-0.8084,-0.1666,0.5946,1.017
0.629545,-0.8074,-0.1678,0.5953,1.017
0.631406667,-0.8062,-0.1691,0.5939,1.015
0.634020052,-0.8062,-0.1715,0.5909,1.014
0.636352135,-0.8047,-0.1737,0.5895,1.013
0.63859026,-0.8045,-0.1759,0.5883,1.012
0.640934375,-0.8069,-0.1766,0.5861,1.013
0.643868125,-0.8081,-0.1749,0.5836,1.012
0.645763021,-0.8106,-0.1744,0.5834,1.014
0.648465417,-0.8123,-0.1744,0.5829,1.015
0.650433489,-0.8125,-0.1734,0.5822,1.014
0.653370156,-0.8135,-0.1734,0.5824,1.015
0.655454479,-0.8155,-0.1747,0.5809,1.016
0.657196458,-0.8172,-0.1739,0.5790,1.016
0.664000729,-0.8198,-0.1720,0.5773,1.017
0.664894687,-0.8242,-0.1715,0.5763,1.020
0.665344948,-0.8286,-0.1705,0.5751,1.023
0.667301719,-0.8333,-0.1691,0.5719,1.025
0.670245469,-0.8340,-0.1673,0.5685,1.023
0.671566094,-0.8326,-0.1664,0.5658,1.020
0.674028958,-0.8331,-0.1673,0.5660,1.021
0.680384583,-0.8326,-0.1688,0.5675,1.022
0.681258333,-0.8321,-0.1700,0.5646,1.020
0.68164026,-0.8323,-0.1713,0.5604,1.018
0.683146719,-0.8318,-0.1708,0.5590,1.017
0.688271875,-0.8296,-0.1695,0.5582,1.014
0.688997344,-0.8267,-0.1703,0.5572,1.011
0.690214323,-0.8230,-0.1725,0.5568,1.009
0.692864687,-0.8189,-0.1742,0.5582,1.006
0.695516614,-0.8152,-0.1749,0.5597,1.004
0.697060781,-0.8103,-0.1764,0.5609,1.001
0.699975885,-0.8072,-0.1791,0.5626,1.000
0.702065625,-0.8059,-0.1803,0.5646,1.000
0.704768437,-0.8020,-0.1808,0.5655,0.998
0.706952656,-0.7969,-0.1832,0.5670,0.995
0.709450104,-0.7932,-0.1871,0.5695,0.994
0.711318385,-0.7893,-0.1893,0.5717,0.993
0.713886771,-0.7866,-0.1893,0.5736,0.992
0.718150312,-0.7866,-0.1898,0.5760,0.993
0.718869687,-0.7847,-0.1927,0.5802,0.995
0.721647292,-0.7815,-0.1957,0.5836,0.995
0.723433958,-0.7815,-0.1964,0.5851,0.996
0.725729739,-0.7805,-0.1966,0.5868,0.996
0.727914062,-0.7788,-0.1969,0.5907,0.997
0.730240469,-0.7805,-0.1966,0.5934,1.000
0.732122187,-0.7803,-0.1962,0.5961,1.001
0.736004687,-0.7781,-0.1944,0.5978,1.000
0.737047604,-0.7786,-0.1932,0.5970,1.000
0.739472344,-0.7783,-0.1937,0.5978,1.000
0.742012708,-0.7776,-0.1930,0.5988,1.000
0.743989062,-0.7779,-0.1925,0.6000,1.001
0.746245625,-0.7783,-0.1935,0.5985,1.001
0.748586927,-0.7791,-0.1944,0.5970,1.001
0.751628958,-0.7813,-0.1940,0.5970,1.002
0.753759271,-0.7832,-0.1935,0.5963,1.003
0.755793437,-0.7830,-0.1930,0.5968,1.003
0.757763281,-0.7859,-0.1927,0.5973,1.006
0.762750833,-0.7901,-0.1927,0.5966,1.009
0.763624271,-0.7925,-0.1908,0.5958,1.010
0.765229375,-0.7971,-0.1883,0.5970,1.014
0.768687291,-0.8020,-0.1854,0.5975,1.017
0.770735573,-0.8057,-0.1839,0.5963,1.019
0.772525885,-0.8098,-0.1827,0.5966,1.022
0.774518854,-0.8142,-0.1793,0.5978,1.026
0.77757901,-0.8179,-0.1764,0.5968,1.028
0.779599791,-0.8225,-0.1730,0.5953,1.030
0.781487083,-0.8284,-0.1700,0.5951,1.034
0.783890833,-0.8326,-0.1669,0.5948,1.037
0.786117708,-0.8343,-0.1644,0.5936,1.037
0.788530729,-0.8353,-0.1654,0.5922,1.037
0.790709166,-0.8367,-0.1647,0.5922,1.038
0.794024323,-0.8367,-0.1617,0.5902,1.037
0.795931927,-0.8365,-0.1598,0.5873,1.034
0.7982125,-0.8348,-0.1588,0.5841,1.031
0.800540208,-0.8331,-0.1586,0.5802,1.028
0.803203333,-0.8331,-0.1595,0.5775,1.026
0.804867291,-0.8328,-0.1608,0.5743,1.024
0.807592916,-0.8323,-0.1603,0.5692,1.021
0.810603594,-0.8301,-0.1617,0.5655,1.017
0.811869271,-0.8277,-0.1625,0.5616,1.013
0.814428541,-0.8260,-0.1622,0.5575,1.010
0.816737916,-0.8240,-0.1642,0.5541,1.006
0.819484062,-0.8228,-0.1656,0.5507,1.004
0.821284114,-0.8218,-0.1651,0.5472,1.001
0.823501771,-0.8194,-0.1671,0.5446,0.998
0.826522187,-0.8184,-0.1681,0.5413,0.996
0.828613333,-0.8184,-0.1693,0.5377,0.994
0.831395156,-0.8181,-0.1722,0.5360,0.993
0.833257291,-0.8189,-0.1734,0.5348,0.993
0.838218594,-0.8179,-0.1764,0.5335,0.992
0.839812031,-0.8174,-0.1791,0.5326,0.992
0.840168594,-0.8196,-0.1793,0.5313,0.993
0.843273854,-0.8213,-0.1803,0.5316,0.995
0.846453073,-0.8230,-0.1818,0.5318,0.997
0.847329844,-0.8250,-0.1818,0.5323,0.998
0.850313281,-0.8272,-0.1827,0.5330,1.001
0.853887291,-0.8304,-0.1822,0.5338,1.004
0.854631979,-0.8343,-0.1813,0.5357,1.008
0.857331979,-0.8387,-0.1820,0.5377,1.013
0.858945989,-0.8438,-0.1820,0.5411,1.019
0.865972604,-0.8482,-0.1815,0.5441,1.024
0.866628073,-0.8528,-0.1813,0.5470,1.029
0.86778151,-0.8582,-0.1815,0.5511,1.036
0.868485364,-0.8619,-0.1822,0.5553,1.041
0.874462864,-0.8665,-0.1820,0.5594,1.047
0.875756979,-0.8714,-0.1813,0.5641,1.054
0.876274739,-0.8741,-0.1796,0.5685,1.058
0.878261146,-0.8758,-0.1786,0.5721,1.061
0.880142864,-0.8763,-0.1771,0.5741,1.062
0.882503385,-0.8773,-0.1747,0.5763,1.064
0.885938021,-0.8795,-0.1747,0.5792,1.067
0.888921823,-0.8807,-0.1734,0.5797,1.069
0.890132604,-0.8804,-0.1717,0.5807,1.069
0.892278333,-0.8802,-0.1717,0.5814,1.069
0.894289896,-0.8812,-0.1717,0.5822,1.070
0.896332239,-0.8821,-0.1700,0.5807,1.070
0.898728489,-0.8819,-0.1691,0.5790,1.068
0.901005781,-0.8819,-0.1681,0.5778,1.068
0.903129844,-0.8804,-0.1676,0.5748,1.065
0.905408489,-0.8795,-0.1683,0.5741,1.064
0.907579583,-0.8785,-0.1673,0.5729,1.062
0.910423125,-0.8758,-0.1664,0.5692,1.058
0.912523594,-0.8719,-0.1656,0.5658,1.052
0.914942656,-0.8677,-0.1649,0.5631,1.047
0.917740989,-0.8638,-0.1654,0.5614,1.043
0.920171875,-0.8592,-0.1659,0.5585,1.038
0.921889219,-0.8538,-0.1666,0.5550,1.032
0.924250416,-0.8472,-0.1676,0.5521,1.025
0.926806406,-0.8404,-0.1688,0.5492,1.018
0.929284531,-0.8345,-0.1700,0.5465,1.012
0.931229271,-0.8286,-0.1705,0.5435,1.006
0.933528958,-0.8235,-0.1715,0.5411,1.000
0.936272708,-0.8184,-0.1739,0.5384,0.995
0.938341875,-0.8125,-0.1771,0.5367,0.990
0.9405375,-0.8069,-0.1783,0.5360,0.985
0.943259583,-0.8015,-0.1788,0.5360,0.981
0.945728489,-0.7974,-0.1805,0.5365,0.978
0.948032604,-0.7932,-0.1818,0.5379,0.976
0.950222135,-0.7888,-0.1835,0.5389,0.973
0.952545729,-0.7844,-0.1869,0.5401,0.971
0.954732083,-0.7813,-0.1883,0.5443,0.971
0.957030416,-0.7793,-0.1886,0.5485,0.971
0.96373401,-0.7783,-0.1883,0.5511,0.972
0.964391771,-0.7776,-0.1888,0.5538,0.973
0.964688698,-0.7776,-0.1901,0.5577,0.976
0.966623906,-0.7779,-0.1905,0.5626,0.979
0.968652552,-0.7779,-0.1908,0.5682,0.982
0.971147968,-0.7788,-0.1901,0.5739,0.986
0.973570833,-0.7796,-0.1903,0.5787,0.989
0.976488802,-0.7825,-0.1903,0.5826,0.994
0.978617968,-0.7857,-0.1898,0.5870,0.999
0.980836562,-0.7871,-0.1901,0.5919,1.003
0.982896146,-0.7903,-0.1891,0.5966,1.008
0.986065052,-0.7940,-0.1879,0.6010,1.013
0.987696406,-0.7962,-0.1869,0.6039,1.017
0.98991625,-0.7981,-0.1859,0.6068,1.020
0.992611718,-0.7991,-0.1864,0.6093,1.022
0.994829375,-0.7988,-0.1864,0.6122,1.024
0.997118437,-0.7996,-0.1849,0.6142,1.025
0.999394948,-0.8001,-0.1830,0.6142,1.025
1.003234062,-0.8018,-0.1820,0.6149,1.027
1.004525312,-0.8045,-0.1822,0.6156,1.029
1.006148177,-0.8062,-0.1827,0.6144,1.030
1.008559791,-0.8084,-0.1825,0.6137,1.031
1.010867656,-0.8115,-0.1830,0.6125,1.033
1.013449062,-0.8155,-0.1822,0.6110,1.035
1.017800781,-0.8181,-0.1813,0.6095,1.036
1.019158125,-0.8206,-0.1815,0.6068,1.037
1.022367656,-0.8220,-0.1798,0.6029,1.035
1.025093281,-0.8267,-0.1778,0.5956,1.034
1.027557656,-0.8284,-0.1776,0.5907,1.033
1.029769739,-0.8286,-0.1774,0.5868,1.031
1.031965937,-0.8281,-0.1771,0.5826,1.028
1.034714583,-0.8274,-0.1756,0.5778,1.024
1.036575937,-0.8262,-0.1744,0.5736,1.021
1.038915208,-0.8250,-0.1752,0.5682,1.017
1.041193854,-0.8235,-0.1752,0.5621,1.012
1.043552604,-0.8216,-0.1749,0.5570,1.008
1.046086771,-0.8196,-0.1761,0.5509,1.003
1.04813526,-0.8186,-0.1761,0.5463,1.000
1.050821354,-0.8164,-0.1766,0.5441,0.997
1.053031666,-0.8140,-0.1778,0.5409,0.993
1.055372864,-0.8115,-0.1788,0.5389,0.990
1.057524687,-0.8096,-0.1810,0.5379,0.989
1.061862135,-0.8093,-0.1818,0.5362,0.988
1.062577031,-0.8072,-0.1837,0.5352,0.986
1.064636875,-0.8047,-0.1857,0.5370,0.985
1.067460625,-0.8023,-0.1854,0.5382,0.984
1.069538906,-0.8008,-0.1871,0.5394,0.983
1.071929323,-0.8001,-0.1883,0.5428,0.985
1.074145208,-0.7998,-0.1888,0.5458,0.987
1.077023489,-0.7986,-0.1901,0.5497,0.988
1.079076302,-0.7979,-0.1908,0.5533,0.990
1.081118958,-0.7969,-0.1925,0.5580,0.992
1.083184635,-0.7945,-0.1932,0.5638,0.993
1.086169375,-0.7942,-0.1944,0.5682,0.996
1.088408385,-0.7952,-0.1949,0.5734,1.000
1.090033333,-0.7952,-0.1947,0.5765,1.001
1.093497968,-0.7935,-0.1962,0.5790,1.002
1.095315,-0.7913,-0.1979,0.5841,1.003
1.097211771,-0.7913,-0.1976,0.5878,1.005
1.099847343,-0.7923,-0.1969,0.5909,1.008
1.102250468,-0.7908,-0.1964,0.5946,1.009
1.104373906,-0.7891,-0.1954,0.5983,1.009
1.106360677,-0.7881,-0.1959,0.5997,1.010
1.109273177,-0.7876,-0.1962,0.6002,1.009
1.111695729,-0.7862,-0.1952,0.6002,1.008
1.113663125,-0.7857,-0.1944,0.5980,1.006
1.115986718,-0.7854,-0.1962,0.5973,1.006
1.118709687,-0.7864,-0.1971,0.5961,1.006
1.120968437,-0.7876,-0.1954,0.5944,1.006
1.122991771,-0.7876,-0.1949,0.5919,1.004
1.125284843,-0.7888,-0.1957,0.5907,1.005
1.127956354,-0.7898,-0.1952,0.5900,1.005
1.129978593,-0.7905,-0.1947,0.5890,1.005
1.132246302,-0.7923,-0.1944,0.5870,1.005
1.135217968,-0.7952,-0.1944,0.5831,1.005
1.137159114,-0.7988,-0.1932,0.5790,1.005
1.139362708,-0.8023,-0.1910,0.5770,1.007
1.14169776,-0.8052,-0.1908,0.5746,1.007
1.144539427,-0.8072,-0.1903,0.5702,1.006
1.146298021,-0.8106,-0.1903,0.5665,1.007
1.148475468,-0.8135,-0.1898,0.5634,1.008
1.151864687,-0.8159,-0.1881,0.5597,1.007
1.153716927,-0.8198,-0.1869,0.5555,1.008
1.155728854,-0.8228,-0.1849,0.5533,1.009
1.158066562,-0.8250,-0.1842,0.5529,1.010
1.160805833,-0.8286,-0.1830,0.5521,1.012
1.162643229,-0.8314,-0.1810,0.5509,1.014
1.164941093,-0.8318,-0.1803,0.5507,1.014
1.167579895,-0.8333,-0.1800,0.5499,1.015
1.170970052,-0.8350,-0.1791,0.5485,1.015
1.172163073,-0.8360,-0.1791,0.5494,1.016
1.174667604,-0.8367,-0.1788,0.5507,1.017
1.176677968,-0.8355,-0.1788,0.5516,1.017
1.17977901,-0.8338,-0.1798,0.5524,1.016
1.181571354,-0.8323,-0.1803,0.5533,1.016
1.183444948,-0.8314,-0.1810,0.5548,1.016
1.186116458,-0.8289,-0.1818,0.5558,1.014
1.188298489,-0.8267,-0.1837,0.5577,1.014
1.190484427,-0.8252,-0.1852,0.5607,1.015
1.19358052,-0.8220,-0.1859,0.5621,1.013
1.195775364,-0.8196,-0.1871,0.5638,1.012
1.198108125,-0.8172,-0.1876,0.5651,1.011
1.200358489,-0.8130,-0.1886,0.5655,1.008
1.202983281,-0.8101,-0.1901,0.5699,1.009
1.204750625,-0.8089,-0.1903,0.5726,1.009
1.206860364,-0.8062,-0.1913,0.5741,1.008
