time,gFx,gFy,gFz,TgF
0.207630885,0.0183,-0.1373,0.9938,1.003
0.209894479,0.0166,-0.1387,0.9955,1.005
0.211450573,0.0171,-0.1387,0.9962,1.006
0.214332448,0.0168,-0.1405,0.9982,1.008
0.216262708,0.0154,-0.1424,0.9996,1.010
0.219998646,0.0146,-0.1417,1.0016,1.012
0.220973385,0.0151,-0.1424,1.0033,1.014
0.223424635,0.0144,-0.1444,1.0048,1.015
0.22548375,0.0129,-0.1459,1.0048,1.015
0.228107968,0.0139,-0.1459,1.0038,1.014
0.23108125,0.0149,-0.1466,1.0036,1.014
0.232435677,0.0149,-0.1493,1.0033,1.014
0.235055989,0.0144,-0.1493,1.0038,1.015
0.237318437,0.0144,-0.1481,1.0041,1.015
0.240110104,0.0164,-0.1488,1.0041,1.015
0.241806614,0.0181,-0.1510,1.0033,1.015
0.244764375,0.0186,-0.1503,1.0036,1.015
0.247153593,0.0203,-0.1490,1.0050,1.016
0.248973073,0.0217,-0.1485,1.0050,1.016
0.252492187,0.0212,-0.1478,1.0050,1.016
0.256233489,0.0217,-0.1478,1.0058,1.017
0.256794843,0.0247,-0.1471,1.0041,1.015
0.258029635,0.0269,-0.1466,1.0011,1.012
0.260995833,0.0278,-0.1461,1.0016,1.013
0.263174271,0.0283,-0.1454,1.0016,1.012
0.265413541,0.0288,-0.1441,0.9996,1.010
0.267569114,0.0303,-0.1441,1.0004,1.011
0.269926146,0.0325,-0.1451,1.0001,1.011
0.27285026,0.0330,-0.1451,0.9984,1.009
0.275151406,0.0323,-0.1439,0.9989,1.010
0.277871875,0.0313,-0.1427,0.9994,1.010
0.281602604,0.0291,-0.1419,0.9992,1.010
0.282163958,0.0291,-0.1400,0.9974,1.008
0.28381276,0.0291,-0.1392,0.9962,1.006
0.289960521,0.0273,-0.1395,0.9967,1.007
0.290544427,0.0249,-0.1383,0.9967,1.007
0.290864375,0.0249,-0.1370,0.9970,1.007
0.293663489,0.0242,-0.1353,0.9965,1.006
0.298557343,0.0212,-0.1339,0.9967,1.006
0.299112135,0.0198,-0.1346,0.9977,1.007
0.301226927,0.0188,-0.1341,0.9967,1.006
0.302679583,0.0178,-0.1334,0.9952,1.004
0.305252239,0.0176,-0.1339,0.9952,1.004
0.307340729,0.0171,-0.1341,0.9962,1.005
0.309643437,0.0159,-0.1346,0.9967,1.006
0.312513437,0.0144,-0.1334,0.9970,1.006
0.314596614,0.0137,-0.1317,0.9989,1.008
0.316680677,0.0127,-0.1324,0.9999,1.009
0.319930416,0.0117,-0.1326,1.0001,1.009
0.321620156,0.0120,-0.1317,1.0009,1.010
0.324039062,0.0122,-0.1322,0.9994,1.008
0.325847135,0.0120,-0.1329,1.0009,1.010
0.328387968,0.0127,-0.1331,1.0028,1.012
0.330812916,0.0134,-0.1329,1.0026,1.011
0.334293645,0.0146,-0.1314,1.0033,1.012
0.336555989,0.0149,-0.1312,1.0026,1.011
0.338048593,0.0164,-0.1322,1.0031,1.012
0.340220573,0.0181,-0.1324,1.0038,1.013
0.342249479,0.0188,-0.1314,1.0041,1.013
0.345115937,0.0195,-0.1309,1.0063,1.015
0.347504375,0.0205,-0.1307,1.0080,1.017
0.349631406,0.0203,-0.1297,1.0077,1.016
0.352869843,0.0205,-0.1302,1.0072,1.016
0.357463073,0.0225,-0.1314,1.0090,1.018
0.35811625,0.0220,-0.1304,1.0097,1.018
0.358693281,0.0210,-0.1302,1.0087,1.017
0.361740989,0.0205,-0.1295,1.0097,1.018
0.363933385,0.0188,-0.1297,1.0107,1.019
0.365903229,0.0186,-0.1307,1.0080,1.017
0.367986823,0.0193,-0.1309,1.0072,1.016
0.370577552,0.0183,-0.1312,1.0082,1.017
0.372790104,0.0181,-0.1300,1.0077,1.016
0.375284062,0.0173,-0.1290,1.0058,1.014
0.378066354,0.0166,-0.1292,1.0050,1.013
0.379803229,0.0168,-0.1302,1.0041,1.013
0.382061979,0.0161,-0.1297,1.0031,1.012
0.384623489,0.0151,-0.1282,1.0018,1.010
0.387,0.0156,-0.1287,0.9994,1.008
0.389159583,0.0149,-0.1290,0.9994,1.008
0.391950468,0.0146,-0.1278,0.9979,1.006
0.394089687,0.0144,-0.1282,0.9970,1.005
0.397434375,0.0132,-0.1290,0.9960,1.004
0.39855401,0.0132,-0.1302,0.9945,1.003
0.400806823,0.0122,-0.1304,0.9948,1.003
0.403287083,0.0132,-0.1297,0.9933,1.002
0.405995781,0.0142,-0.1300,0.9931,1.002
0.407667708,0.0142,-0.1307,0.9940,1.003
0.410109114,0.0137,-0.1312,0.9940,1.003
0.412335416,0.0132,-0.1319,0.9957,1.005
0.414841354,0.0129,-0.1324,0.9965,1.005
0.417042864,0.0134,-0.1322,0.9979,1.007
0.419891718,0.0132,-0.1317,1.0009,1.010
0.421761041,0.0134,-0.1336,1.0024,1.011
0.424060208,0.0142,-0.1351,1.0031,1.012
0.427124114,0.0146,-0.1351,1.0055,1.015
0.429482552,0.0137,-0.1358,1.0082,1.017
0.431571458,0.0132,-0.1363,1.0097,1.019
0.433935625,0.0137,-0.1373,1.0087,1.018
0.436649739,0.0132,-0.1390,1.0075,1.017
0.43830526,0.0139,-0.1390,1.0082,1.018
0.441327291,0.0142,-0.1383,1.0087,1.018
0.443801614,0.0127,-0.1390,1.0075,1.017
0.44613052,0.0129,-0.1397,1.0058,1.016
0.447512343,0.0127,-0.1409,1.0060,1.016
0.45031651,0.0122,-0.1414,1.0053,1.015
0.453368125,0.0125,-0.1414,1.0048,1.015
0.454857135,0.0103,-0.1412,1.0041,1.014
0.457418698,0.0088,-0.1402,1.0024,1.012
0.459037083,0.0083,-0.1400,1.0016,1.011
0.462063073,0.0076,-0.1402,0.9999,1.010
0.464165468,0.0066,-0.1412,0.9984,1.008
0.466401666,0.0059,-0.1429,0.9982,1.008
0.469914062,0.0071,-0.1427,0.9977,1.008
0.470901354,0.0071,-0.1424,0.9974,1.008
0.473300729,0.0061,-0.1429,0.9974,1.008
0.475510208,0.0068,-0.1419,0.9965,1.007
0.478859531,0.0078,-0.1417,0.9957,1.006
0.480738854,0.0068,-0.1424,0.9952,1.005
0.482602448,0.0068,-0.1419,0.9957,1.006
0.485286041,0.0088,-0.1417,0.9982,1.008
0.487290364,0.0103,-0.1424,0.9984,1.009
0.49006802,0.0103,-0.1424,0.9962,1.006
0.491715104,0.0105,-0.1417,0.9972,1.007
0.497243281,0.0117,-0.1417,0.9989,1.009
0.498042968,0.0142,-0.1409,0.9984,1.008
0.499028645,0.0159,-0.1417,0.9987,1.009
0.501468541,0.0168,-0.1422,1.0004,1.011
0.503576562,0.0186,-0.1402,0.9996,1.010
0.506305885,0.0212,-0.1392,0.9992,1.009
0.508263958,0.0237,-0.1378,1.0001,1.010
0.511629323,0.0242,-0.1358,0.9999,1.009
0.513761145,0.0261,-0.1351,0.9994,1.009
0.515527239,0.0293,-0.1368,0.9982,1.008
0.519010885,0.0318,-0.1368,0.9994,1.009
0.521498489,0.0330,-0.1356,1.0011,1.011
0.522346354,0.0352,-0.1348,1.0018,1.011
0.524861145,0.0369,-0.1336,1.0004,1.010
0.527103541,0.0381,-0.1346,0.9999,1.010
0.529419687,0.0391,-0.1346,1.0018,1.012
0.532001041,0.0401,-0.1336,1.0006,1.010
0.533918593,0.0403,-0.1346,1.0006,1.010
0.536696823,0.0401,-0.1356,1.0009,1.011
0.538610937,0.0396,-0.1361,1.0021,1.012
0.541005677,0.0386,-0.1363,1.0033,1.013
0.543670312,0.0389,-0.1351,1.0031,1.013
0.545769948,0.0381,-0.1348,1.0043,1.014
0.547925156,0.0352,-0.1356,1.0048,1.015
0.550258125,0.0320,-0.1356,1.0043,1.014
0.55328302,0.0301,-0.1368,1.0050,1.015
0.555182656,0.0288,-0.1370,1.0060,1.016
0.557479895,0.0259,-0.1383,1.0048,1.015
0.559521875,0.0227,-0.1392,1.0024,1.012
0.56254651,0.0198,-0.1395,1.0016,1.011
0.564471458,0.0188,-0.1407,1.0014,1.011
0.56691875,0.0168,-0.1407,1.0014,1.011
0.57015526,0.0127,-0.1397,1.0011,1.011
0.571513697,0.0100,-0.1397,1.0011,1.011
0.573757187,0.0090,-0.1390,1.0004,1.010
0.575830677,0.0068,-0.1383,0.9984,1.008
0.578361614,0.0034,-0.1390,0.9982,1.008
0.581695729,0.0007,-0.1380,0.9984,1.008
0.583660208,-0.0005,-0.1373,0.9970,1.006
0.588620364,-0.0020,-0.1378,0.9965,1.006
0.589494895,-0.0037,-0.1390,0.9967,1.006
0.590407291,-0.0049,-0.1400,0.9965,1.006
0.592827656,-0.0063,-0.1392,0.9967,1.006
0.595209114,-0.0066,-0.1392,0.9974,1.007
0.597331822,-0.0076,-0.1383,0.9972,1.007
0.599751041,-0.0085,-0.1383,0.9960,1.006
0.602671354,-0.0078,-0.1385,0.9977,1.007
0.604764791,-0.0083,-0.1383,0.9987,1.008
0.607019531,-0.0098,-0.1380,0.9994,1.009
0.608767604,-0.0090,-0.1378,1.0014,1.011
0.611479218,-0.0078,-0.1370,1.0033,1.013
0.61435026,-0.0088,-0.1368,1.0043,1.014
0.616656406,-0.0088,-0.1390,1.0048,1.014
0.618662083,-0.0073,-0.1387,1.0048,1.014
0.621102552,-0.0068,-0.1378,1.0055,1.015
0.623423802,-0.0059,-0.1380,1.0058,1.015
0.626299947,-0.0034,-0.1375,1.0055,1.015
0.627658489,-0.0034,-0.1383,1.0070,1.016
0.629819687,-0.0042,-0.1378,1.0065,1.016
0.63203052,-0.0032,-0.1361,1.0075,1.017
0.634272552,-0.0024,-0.1363,1.0087,1.018
0.637035312,-0.0020,-0.1378,1.0072,1.017
0.639037083,-0.0005,-0.1365,1.0068,1.016
0.642187395,-0.0005,-0.1351,1.0063,1.015
0.643751979,-0.0015,-0.1346,1.0072,1.016
0.64615427,-0.0020,-0.1358,1.0063,1.015
0.648630885,-0.0027,-0.1353,1.0053,1.014
0.650558645,-0.0017,-0.1336,1.0063,1.015
0.65333776,-0.0005,-0.1322,1.0055,1.014
0.655756093,-0.0024,-0.1312,1.0058,1.014
0.657799322,-0.0022,-0.1302,1.0058,1.014
0.660430468,0.0005,-0.1282,1.0046,1.013
0.663117031,0.0024,-0.1275,1.0031,1.011
0.665217135,0.0027,-0.1268,1.0014,1.009
0.667021927,0.0034,-0.1246,1.0001,1.008
0.671187395,0.0054,-0.1231,0.9994,1.007
0.672132083,0.0068,-0.1231,0.9989,1.006
0.674330572,0.0093,-0.1214,0.9994,1.007
0.677774322,0.0110,-0.1209,1.0001,1.007
0.678818385,0.0132,-0.1219,1.0018,1.009
0.68126875,0.0149,-0.1212,1.0018,1.009
0.684000833,0.0159,-0.1212,1.0004,1.008
0.688089062,0.0183,-0.1219,1.0006,1.008
0.689103541,0.0195,-0.1221,1.0009,1.008
0.690628385,0.0195,-0.1226,1.0016,1.009
0.693877447,0.0200,-0.1224,1.0024,1.010
0.698457447,0.0203,-0.1239,1.0024,1.010
0.699715625,0.0212,-0.1258,1.0050,1.013
0.700218125,0.0203,-0.1253,1.0065,1.014
0.703253281,0.0200,-0.1265,1.0060,1.014
0.705895937,0.0210,-0.1280,1.0055,1.014
0.707160989,0.0210,-0.1278,1.0063,1.015
0.709276458,0.0193,-0.1302,1.0063,1.015
0.712428437,0.0186,-0.1324,1.0060,1.015
0.714103489,0.0188,-0.1331,1.0072,1.016
0.716365677,0.0178,-0.1341,1.0070,1.016
0.718880677,0.0181,-0.1353,1.0050,1.014
0.721438333,0.0183,-0.1373,1.0048,1.014
0.72338427,0.0176,-0.1395,1.0053,1.015
0.726037447,0.0166,-0.1400,1.0046,1.014
0.72793,0.0171,-0.1417,1.0058,1.016
0.730488697,0.0190,-0.1422,1.0053,1.015
0.733420104,0.0188,-0.1414,1.0016,1.012
0.735478697,0.0186,-0.1429,0.9996,1.010
0.738437083,0.0203,-0.1449,0.9994,1.010
0.7397275,0.0205,-0.1459,0.9999,1.011
0.742051197,0.0212,-0.1468,0.9999,1.011
0.745256875,0.0225,-0.1466,1.0006,1.012
0.747014114,0.0244,-0.1471,1.0018,1.013
0.748945156,0.0249,-0.1481,1.0009,1.012
0.751983437,0.0249,-0.1485,0.9984,1.010
0.754622395,0.0259,-0.1481,0.9977,1.009
0.756563385,0.0273,-0.1473,0.9984,1.010
0.758333333,0.0281,-0.1488,0.9989,1.010
0.761918593,0.0281,-0.1498,0.9987,1.010
0.763163385,0.0296,-0.1493,0.9996,1.011
0.76590802,0.0301,-0.1488,0.9984,1.010
0.768868124,0.0303,-0.1488,0.9979,1.009
0.77142552,0.0310,-0.1498,0.9989,1.011
0.772431979,0.0318,-0.1488,0.9989,1.010
0.774865208,0.0323,-0.1485,0.9987,1.010
0.777243072,0.0332,-0.1493,0.9979,1.010
0.779749583,0.0347,-0.1490,0.9979,1.010
0.782119791,0.0352,-0.1488,0.9987,1.010
0.783911874,0.0359,-0.1485,0.9996,1.011
0.789014322,0.0384,-0.1483,0.9999,1.012
0.79000052,0.0398,-0.1483,0.9984,1.010
0.790997916,0.0403,-0.1478,0.9996,1.011
0.793701249,0.0413,-0.1478,1.0011,1.013
0.796541718,0.0430,-0.1481,1.0011,1.013
0.798962239,0.0452,-0.1471,0.9987,1.010
0.80047026,0.0469,-0.1463,0.9987,1.010
0.804127708,0.0484,-0.1473,1.0006,1.013
0.80519552,0.0486,-0.1483,1.0006,1.013
0.807395312,0.0496,-0.1481,1.0024,1.014
0.810668593,0.0501,-0.1463,1.0016,1.013
0.813289166,0.0508,-0.1463,0.9989,1.011
0.814277552,0.0528,-0.1471,0.9987,1.011
0.817309322,0.0528,-0.1451,0.9982,1.010
0.820396145,0.0530,-0.1439,0.9989,1.011
0.822241614,0.0535,-0.1439,1.0001,1.012
0.823784999,0.0537,-0.1439,0.9994,1.011
0.825941614,0.0540,-0.1424,0.9992,1.011
0.829164114,0.0530,-0.1400,0.9996,1.011
0.832076145,0.0533,-0.1400,0.9989,1.010
0.833048749,0.0520,-0.1383,0.9967,1.008
0.836606979,0.0506,-0.1353,0.9960,1.006
0.838004531,0.0511,-0.1351,0.9977,1.008
0.840132812,0.0501,-0.1356,0.9984,1.009
0.842227447,0.0486,-0.1365,0.9994,1.010
0.844834635,0.0479,-0.1365,0.9987,1.009
0.847547708,0.0462,-0.1356,0.9970,1.007
0.850434322,0.0442,-0.1353,0.9972,1.007
0.852547604,0.0418,-0.1348,0.9974,1.007
0.855047343,0.0389,-0.1368,0.9977,1.008
0.856750104,0.0376,-0.1385,0.9992,1.009
0.859817291,0.0359,-0.1373,1.0001,1.010
0.862117239,0.0335,-0.1370,0.9984,1.008
0.863414062,0.0310,-0.1361,0.9987,1.008
0.866201562,0.0281,-0.1363,1.0004,1.010
0.868673177,0.0259,-0.1383,1.0006,1.010
0.870405312,0.0232,-0.1395,1.0021,1.012
0.873342187,0.0198,-0.1387,1.0026,1.012
0.875088697,0.0176,-0.1375,1.0016,1.011
0.877820937,0.0146,-0.1370,1.0026,1.012
0.879850156,0.0110,-0.1358,1.0041,1.013
0.882454531,0.0085,-0.1373,1.0038,1.013
0.884445052,0.0066,-0.1400,1.0033,1.013
0.886872395,0.0042,-0.1400,1.0038,1.014
0.889260677,0.0029,-0.1397,1.0024,1.012
0.891852395,0.0010,-0.1402,1.0004,1.010
0.894184374,-0.0015,-0.1395,1.0009,1.011
0.898775624,-0.0029,-0.1383,1.0018,1.011
0.89965677,-0.0042,-0.1383,1.0016,1.011
0.901501302,-0.0046,-0.1378,1.0009,1.010
0.904682812,-0.0049,-0.1380,0.9999,1.009
0.905834322,-0.0059,-0.1370,0.9987,1.008
0.907762083,-0.0046,-0.1348,0.9979,1.007
0.91058052,-0.0032,-0.1341,0.9984,1.007
0.913240052,-0.0039,-0.1353,0.9994,1.009
0.915440781,-0.0029,-0.1348,0.9994,1.008
0.917883229,-0.0015,-0.1331,1.0006,1.009
0.920243229,-0.0010,-0.1331,1.0021,1.011
0.921889218,0.0000,-0.1312,1.0016,1.010
0.924115885,0.0000,-0.1290,1.0024,1.011
0.926967812,0.0010,-0.1290,1.0033,1.012
0.92921302,0.0022,-0.1297,1.0038,1.012
0.931687291,0.0032,-0.1292,1.0043,1.013
0.934003177,0.0037,-0.1285,1.0050,1.013
0.936415677,0.0029,-0.1285,1.0060,1.014
0.93877677,0.0044,-0.1278,1.0068,1.015
0.940518489,0.0049,-0.1280,1.0070,1.015
0.944217916,0.0046,-0.1275,1.0058,1.014
0.946226302,0.0044,-0.1268,1.0050,1.013
0.947739114,0.0032,-0.1268,1.0043,1.012
0.950352135,0.0034,-0.1275,1.0043,1.012
0.953595624,0.0034,-0.1280,1.0053,1.013
0.955624999,0.0037,-0.1287,1.0055,1.014
0.957021145,0.0027,-0.1290,1.0046,1.013
0.959630781,0.0005,-0.1297,1.0028,1.011
0.961804322,0.0000,-0.1304,1.0031,1.012
0.964007291,0.0007,-0.1304,1.0033,1.012
0.966270937,0.0010,-0.1302,1.0038,1.012
0.968960624,-0.0007,-0.1300,1.0041,1.012
0.971107187,-0.0007,-0.1297,1.0036,1.012
0.973788229,-0.0007,-0.1295,1.0050,1.013
0.975988697,-0.0020,-0.1282,1.0053,1.013
0.978193697,-0.0022,-0.1285,1.0050,1.013
0.980296406,-0.0024,-0.1292,1.0043,1.013
0.982417395,-0.0015,-0.1287,1.0043,1.013
0.985424739,0.0007,-0.1285,1.0038,1.012
0.989918593,0.0012,-0.1278,1.0033,1.011
0.990811562,0.0020,-0.1270,1.0041,1.012
0.992564947,0.0037,-0.1278,1.0031,1.011
0.995457135,0.0046,-0.1280,1.0028,1.011
0.997263229,0.0046,-0.1275,1.0033,1.011
0.999635676,0.0061,-0.1280,1.0021,1.010
1.002135676,0.0063,-0.1278,1.0014,1.009
1.004687916,0.0068,-0.1270,1.0014,1.009
1.006625156,0.0088,-0.1282,1.0004,1.009
1.008375416,0.0090,-0.1295,1.0009,1.009
1.011208176,0.0090,-0.1307,1.0006,1.009
1.013503541,0.0103,-0.1307,1.0009,1.009
1.015864791,0.0112,-0.1309,1.0006,1.009
1.01982552,0.0105,-0.1322,0.9999,1.009
1.020447083,0.0100,-0.1331,0.9984,1.007
1.022960833,0.0117,-0.1361,0.9984,1.008
1.024849583,0.0125,-0.1363,0.9999,1.009
1.027183645,0.0134,-0.1358,0.9994,1.009
1.029490051,0.0139,-0.1368,0.9994,1.009
1.032305937,0.0137,-0.1373,0.9992,1.009
1.03392151,0.0146,-0.1387,0.9989,1.009
1.037487551,0.0151,-0.1402,0.9996,1.010
1.039128854,0.0154,-0.1407,0.9992,1.009
1.042126874,0.0154,-0.1419,0.9992,1.009
1.044191926,0.0149,-0.1422,1.0001,1.010
1.04682776,0.0151,-0.1424,0.9999,1.010
1.047977604,0.0156,-0.1422,1.0001,1.010
1.050368072,0.0164,-0.1417,0.9989,1.009
1.053961822,0.0166,-0.1412,0.9994,1.009
1.055147812,0.0161,-0.1424,1.0014,1.012
1.058351458,0.0173,-0.1441,0.9999,1.010
1.059770989,0.0186,-0.1437,0.9987,1.009
1.062024531,0.0181,-0.1434,0.9984,1.009
1.064393593,0.0183,-0.1441,0.9989,1.009
1.067451666,0.0193,-0.1441,0.9999,1.010
1.069394114,0.0205,-0.1429,0.9996,1.010
1.071443541,0.0225,-0.1434,0.9992,1.010
1.074018697,0.0234,-0.1437,0.9987,1.009
1.076018489,0.0234,-0.1439,0.9992,1.010
1.079038489,0.0234,-0.1441,1.0004,1.011
1.081266562,0.0242,-0.1429,1.0011,1.012
1.083873124,0.0256,-0.1409,1.0016,1.012
1.086012083,0.0264,-0.1412,1.0014,1.012
1.088539062,0.0264,-0.1407,1.0004,1.011
1.090317395,0.0271,-0.1390,1.0006,1.011
1.092304791,0.0283,-0.1387,1.0016,1.012
1.098073541,0.0276,-0.1387,1.0001,1.010
1.099104687,0.0281,-0.1380,1.0004,1.010
1.099549531,0.0306,-0.1380,1.0009,1.011
1.102311354,0.0306,-0.1373,1.0016,1.011
1.105016718,0.0291,-0.1370,1.0033,1.013
1.107032187,0.0286,-0.1370,1.0031,1.013
1.108749739,0.0293,-0.1358,1.0016,1.011
1.112053854,0.0301,-0.1368,1.0021,1.012
1.113651926,0.0301,-0.1378,1.0033,1.013
1.116096562,0.0310,-0.1373,1.0031,1.013
1.119327812,0.0308,-0.1365,1.0033,1.013
1.121556301,0.0315,-0.1351,1.0041,1.014
1.123426926,0.0337,-0.1346,1.0033,1.013
1.125552135,0.0349,-0.1353,1.0016,1.011
1.128734583,0.0345,-0.1373,0.9996,1.010
1.129769114,0.0335,-0.1365,0.9989,1.009
1.131999218,0.0332,-0.1353,1.0011,1.011
1.13441151,0.0323,-0.1365,1.0024,1.012
1.137352551,0.0332,-0.1375,1.0018,1.012
1.139305676,0.0337,-0.1375,1.0004,1.010
1.141540104,0.0315,-0.1368,0.9996,1.009
1.143867395,0.0298,-0.1361,1.0009,1.011
1.146073541,0.0283,-0.1361,1.0014,1.011
1.149174479,0.0261,-0.1368,0.9996,1.009
1.150697864,0.0254,-0.1373,0.9994,1.009
1.153375156,0.0247,-0.1370,1.0011,1.011
1.15565276,0.0237,-0.1378,1.0031,1.013
1.158873333,0.0230,-0.1380,1.0038,1.014
1.160584479,0.0215,-0.1373,1.0021,1.012
1.16296776,0.0210,-0.1368,1.0014,1.011
1.165665781,0.0212,-0.1361,1.0024,1.012
1.167052239,0.0212,-0.1361,1.0033,1.013
1.169840468,0.0225,-0.1370,1.0043,1.014
1.172046197,0.0230,-0.1358,1.0038,1.013
1.174728593,0.0232,-0.1341,1.0043,1.013
1.177118072,0.0242,-0.1336,1.0046,1.014
1.179653489,0.0264,-0.1334,1.0041,1.013
1.181698385,0.0281,-0.1331,1.0041,1.013
1.183441874,0.0283,-0.1336,1.0046,1.014
1.185880572,0.0296,-0.1346,1.0050,1.014
1.188251979,0.0308,-0.1341,1.0028,1.012
1.190517395,0.0313,-0.1336,1.0016,1.011
1.193252916,0.0327,-0.1336,1.0024,1.012
1.197798697,0.0337,-0.1339,1.0018,1.011
1.198776301,0.0332,-0.1346,1.0006,1.010
1.19995427,0.0332,-0.1351,0.9999,1.010
1.202395676,0.0347,-0.1353,0.9989,1.009
1.205256353,0.0357,-0.1358,0.9974,1.007
1.207090676,0.0359,-0.1368,0.9965,1.006
1.210564166,0.0347,-0.1370,0.9962,1.006
1.212878645,0.0337,-0.1365,0.9972,1.007
1.214060833,0.0340,-0.1370,0.9965,1.006
1.216343489,0.0325,-0.1370,0.9955,1.005
1.219584374,0.0313,-0.1368,0.9945,1.004
1.221364478,0.0306,-0.1365,0.9943,1.004
1.223679062,0.0291,-0.1361,0.9955,1.005
1.225521458,0.0281,-0.1365,0.9948,1.004
1.228255156,0.0266,-0.1356,0.9938,1.003
1.230673645,0.0249,-0.1348,0.9950,1.004
1.232520572,0.0249,-0.1356,0.9967,1.006
1.234842343,0.0247,-0.1358,0.9967,1.006
1.237640051,0.0227,-0.1348,0.9979,1.007
1.239648437,0.0212,-0.1351,0.9989,1.008
1.242001718,0.0200,-0.1365,0.9982,1.008
