time,gFx,gFy,gFz,TgF
0.322481667,0.0144,-0.1439,1.0038,1.014
0.324378542,0.0161,-0.1441,1.0048,1.015
0.327035521,0.0168,-0.1429,1.0058,1.016
0.329512292,0.0183,-0.1417,1.0055,1.016
0.331897292,0.0193,-0.1397,1.0036,1.013
0.334743906,0.0195,-0.1402,1.0026,1.013
0.338663073,0.0215,-0.1407,1.0031,1.013
0.33940125,0.0234,-0.1402,1.0036,1.014
0.341288021,0.0251,-0.1390,1.0041,1.014
0.343594844,0.0276,-0.1383,1.0026,1.012
0.345835573,0.0293,-0.1385,1.0028,1.013
0.347869583,0.0303,-0.1380,1.0033,1.013
0.351539635,0.0332,-0.1368,1.0026,1.012
0.355311719,0.0354,-0.1365,1.0026,1.012
0.355985573,0.0349,-0.1363,1.0041,1.014
0.357112812,0.0359,-0.1358,1.0036,1.013
0.359917708,0.0386,-0.1358,1.0031,1.013
0.362350937,0.0398,-0.1353,1.0036,1.013
0.364316875,0.0406,-0.1341,1.0028,1.013
0.366616875,0.0428,-0.1339,1.0043,1.014
0.372526875,0.0447,-0.1348,1.0048,1.015
0.373243906,0.0447,-0.1341,1.0036,1.013
0.37368875,0.0452,-0.1334,1.0021,1.012
0.376416979,0.0464,-0.1339,1.0028,1.013
0.380959948,0.0476,-0.1356,1.0018,1.012
0.381898437,0.0486,-0.1365,1.0014,1.012
0.382845365,0.0498,-0.1358,1.0004,1.011
0.385276562,0.0515,-0.1368,0.9992,1.010
0.388083958,0.0528,-0.1368,0.9987,1.009
0.390039583,0.0533,-0.1356,0.9974,1.008
0.393707656,0.0540,-0.1373,1.0001,1.011
0.394750521,0.0550,-0.1390,0.9994,1.011
0.397117083,0.0559,-0.1397,0.9974,1.009
0.399367552,0.0574,-0.1405,0.9982,1.010
0.401887083,0.0567,-0.1400,0.9984,1.010
0.404145885,0.0562,-0.1405,0.9994,1.011
0.406268385,0.0559,-0.1422,1.0018,1.013
0.408856771,0.0552,-0.1429,1.0033,1.015
0.411245937,0.0545,-0.1434,1.0048,1.016
0.413804583,0.0523,-0.1437,1.0063,1.018
0.415603333,0.0491,-0.1441,1.0085,1.020
0.418494531,0.0467,-0.1446,1.0102,1.022
0.420759375,0.0445,-0.1459,1.0104,1.022
0.423609896,0.0428,-0.1476,1.0094,1.021
0.425444323,0.0411,-0.1478,1.0092,1.021
0.427703125,0.0389,-0.1471,1.0094,1.021
0.429627552,0.0362,-0.1461,1.0099,1.021
0.431876406,0.0342,-0.1463,1.0112,1.022
0.435609167,0.0337,-0.1488,1.0116,1.023
0.436721302,0.0327,-0.1490,1.0097,1.021
0.439172917,0.0306,-0.1473,1.0072,1.018
0.441377969,0.0286,-0.1473,1.0070,1.018
0.44425099,0.0288,-0.1478,1.0065,1.018
0.446313281,0.0296,-0.1468,1.0043,1.015
0.44862151,0.0293,-0.1466,1.0031,1.014
0.450774948,0.0286,-0.1483,1.0018,1.013
0.453754427,0.0283,-0.1490,1.0006,1.012
0.45568151,0.0298,-0.1490,0.9994,1.011
0.457922031,0.0310,-0.1498,0.9989,1.011
0.461244271,0.0315,-0.1505,0.9989,1.011
0.462359896,0.0327,-0.1507,0.9994,1.011
0.464560104,0.0337,-0.1512,0.9996,1.012
0.466973594,0.0347,-0.1522,0.9977,1.010
0.469252344,0.0359,-0.1527,0.9979,1.010
0.47226651,0.0367,-0.1527,0.9999,1.012
0.47444276,0.0369,-0.1532,1.0004,1.013
0.476860677,0.0364,-0.1529,1.0001,1.012
0.479195677,0.0364,-0.1527,0.9999,1.012
0.480908281,0.0364,-0.1534,1.0009,1.013
0.48433776,0.0359,-0.1539,1.0031,1.015
0.486120573,0.0345,-0.1537,1.0028,1.015
0.488484531,0.0330,-0.1532,1.0016,1.014
0.490740573,0.0332,-0.1532,1.0006,1.013
0.493276094,0.0330,-0.1527,1.0001,1.012
0.495112396,0.0323,-0.1512,0.9994,1.011
0.497888802,0.0335,-0.1500,0.9982,1.010
0.499888958,0.0340,-0.1495,0.9974,1.009
0.50233901,0.0335,-0.1507,0.9965,1.008
0.504535208,0.0347,-0.1503,0.9957,1.008
0.50660625,0.0359,-0.1488,0.9950,1.007
0.50998974,0.0376,-0.1481,0.9935,1.005
0.511454531,0.0406,-0.1473,0.9943,1.006
0.514847083,0.0428,-0.1481,0.9977,1.010
0.516423646,0.0432,-0.1478,0.9972,1.009
0.518814844,0.0437,-0.1461,0.9950,1.007
0.520842187,0.0462,-0.1456,0.9943,1.006
0.52310651,0.0489,-0.1463,0.9960,1.008
0.52611276,0.0501,-0.1456,1.0009,1.013
0.528054427,0.0518,-0.1444,1.0033,1.015
0.530100625,0.0537,-0.1439,1.0036,1.015
0.532630781,0.0537,-0.1431,1.0060,1.018
0.534841042,0.0530,-0.1422,1.0099,1.021
0.537458385,0.0537,-0.1417,1.0121,1.023
0.540017604,0.0552,-0.1405,1.0141,1.025
0.542542031,0.0552,-0.1400,1.0163,1.027
0.544310521,0.0550,-0.1380,1.0177,1.029
0.546379323,0.0545,-0.1375,1.0202,1.031
0.548742552,0.0511,-0.1373,1.0219,1.032
0.55109849,0.0484,-0.1358,1.0224,1.032
0.553387083,0.0467,-0.1353,1.0212,1.031
0.556661406,0.0450,-0.1341,1.0204,1.030
0.559339896,0.0425,-0.1324,1.0202,1.030
0.562133594,0.0398,-0.1322,1.0199,1.029
0.563019531,0.0369,-0.1314,1.0192,1.028
0.565060729,0.0332,-0.1304,1.0182,1.027
0.570495625,0.0310,-0.1295,1.0160,1.025
0.571272656,0.0283,-0.1263,1.0141,1.022
0.572479427,0.0234,-0.1251,1.0133,1.021
0.575212344,0.0215,-0.1258,1.0109,1.019
0.577474167,0.0217,-0.1246,1.0080,1.016
0.57925651,0.0190,-0.1241,1.0072,1.015
0.581716094,0.0181,-0.1236,1.0070,1.015
0.58394125,0.0181,-0.1217,1.0070,1.014
0.586282917,0.0181,-0.1214,1.0063,1.014
0.588900573,0.0183,-0.1219,1.0048,1.012
0.590996146,0.0166,-0.1234,1.0046,1.012
0.593243594,0.0161,-0.1239,1.0033,1.011
0.595635104,0.0168,-0.1243,1.0018,1.010
0.597775052,0.0176,-0.1248,1.0024,1.010
0.601597552,0.0183,-0.1248,1.0026,1.011
0.603543958,0.0188,-0.1263,1.0021,1.010
0.605161823,0.0186,-0.1268,1.0026,1.011
0.607543854,0.0200,-0.1270,1.0021,1.010
0.609445312,0.0210,-0.1278,1.0024,1.011
0.612016042,0.0210,-0.1268,1.0046,1.013
0.614092083,0.0212,-0.1265,1.0050,1.013
0.616352031,0.0212,-0.1275,1.0058,1.014
0.618788333,0.0208,-0.1280,1.0058,1.014
0.621151614,0.0195,-0.1292,1.0053,1.014
0.623506458,0.0190,-0.1302,1.0055,1.014
0.626712396,0.0186,-0.1314,1.0046,1.013
0.628153177,0.0188,-0.1324,1.0038,1.013
0.630227917,0.0195,-0.1317,1.0048,1.014
0.632727604,0.0181,-0.1322,1.0048,1.014
0.635172396,0.0156,-0.1348,1.0041,1.013
0.637445937,0.0142,-0.1353,1.0038,1.013
0.640946823,0.0144,-0.1351,1.0021,1.011
0.643286667,0.0132,-0.1356,1.0009,1.010
0.644905104,0.0115,-0.1365,1.0016,1.011
0.646757135,0.0105,-0.1378,1.0021,1.012
0.649145364,0.0088,-0.1365,0.9996,1.009
0.652157396,0.0071,-0.1363,0.9989,1.008
0.654219114,0.0063,-0.1387,0.9999,1.009
0.65618526,0.0051,-0.1400,0.9992,1.009
0.658636562,0.0044,-0.1414,1.0001,1.010
0.660868385,0.0049,-0.1422,1.0006,1.011
0.663094479,0.0037,-0.1414,0.9992,1.009
0.665357292,0.0029,-0.1424,0.9984,1.009
0.670039323,0.0022,-0.1434,0.9992,1.009
0.670857031,0.0005,-0.1446,1.0014,1.012
0.672614219,0.0000,-0.1463,1.0016,1.012
0.674770729,-0.0002,-0.1473,1.0009,1.012
0.677643437,-0.0010,-0.1483,1.0024,1.013
0.680035417,-0.0017,-0.1490,1.0046,1.016
0.68306526,-0.0012,-0.1505,1.0050,1.016
0.684631094,-0.0002,-0.1515,1.0058,1.017
0.686519687,-0.0024,-0.1512,1.0075,1.019
0.689200937,-0.0029,-0.1510,1.0087,1.020
0.691621406,-0.0029,-0.1527,1.0092,1.021
0.693771094,-0.0044,-0.1549,1.0077,1.020
0.696423125,-0.0032,-0.1556,1.0080,1.020
0.698260937,-0.0029,-0.1568,1.0082,1.020
0.701559531,-0.0044,-0.1568,1.0070,1.019
0.703130833,-0.0051,-0.1578,1.0085,1.021
0.705371406,-0.0061,-0.1586,1.0090,1.021
0.708216406,-0.0059,-0.1586,1.0077,1.020
0.71037526,-0.0044,-0.1586,1.0070,1.019
0.712098073,-0.0066,-0.1566,1.0065,1.019
0.715245364,-0.0078,-0.1576,1.0063,1.019
0.717580156,-0.0066,-0.1573,1.0038,1.016
0.719826823,-0.0059,-0.1546,1.0026,1.014
0.721680052,-0.0059,-0.1556,1.0028,1.015
0.724083802,-0.0054,-0.1568,1.0009,1.013
0.727160937,-0.0044,-0.1544,0.9996,1.012
0.72862901,-0.0024,-0.1529,1.0001,1.012
0.730882292,-0.0010,-0.1527,1.0001,1.012
0.733668177,-0.0012,-0.1512,0.9999,1.011
0.735769479,0.0012,-0.1510,0.9989,1.010
0.738225937,0.0024,-0.1510,0.9977,1.009
0.740167552,0.0022,-0.1498,0.9984,1.010
0.743616302,0.0020,-0.1483,1.0004,1.011
0.745191198,0.0029,-0.1473,1.0009,1.012
0.747202917,0.0059,-0.1466,1.0014,1.012
0.750354792,0.0071,-0.1449,1.0031,1.014
0.752362396,0.0083,-0.1437,1.0031,1.013
0.754466667,0.0107,-0.1427,1.0038,1.014
0.757360469,0.0122,-0.1422,1.0046,1.015
0.759396146,0.0129,-0.1417,1.0043,1.014
0.761723646,0.0139,-0.1409,1.0050,1.015
0.763557031,0.0154,-0.1405,1.0068,1.017
0.766494844,0.0178,-0.1397,1.0070,1.017
0.770478073,0.0210,-0.1383,1.0080,1.018
0.771270156,0.0232,-0.1353,1.0075,1.017
0.772988229,0.0242,-0.1336,1.0072,1.016
0.776894323,0.0247,-0.1339,1.0085,1.018
0.777863489,0.0266,-0.1336,1.0085,1.018
0.780365781,0.0296,-0.1329,1.0075,1.017
0.782459844,0.0313,-0.1307,1.0080,1.017
0.785295937,0.0330,-0.1302,1.0082,1.017
0.787863698,0.0347,-0.1304,1.0082,1.017
0.78957,0.0352,-0.1297,1.0090,1.018
0.792183594,0.0354,-0.1287,1.0094,1.018
0.794334062,0.0371,-0.1268,1.0097,1.018
0.796739739,0.0376,-0.1265,1.0085,1.017
0.798778646,0.0379,-0.1270,1.0070,1.016
0.801704531,0.0381,-0.1256,1.0080,1.016
0.803402135,0.0374,-0.1236,1.0090,1.017
0.805690833,0.0386,-0.1236,1.0090,1.017
0.807850677,0.0396,-0.1239,1.0085,1.017
0.810342604,0.0398,-0.1231,1.0087,1.017
0.812578333,0.0401,-0.1231,1.0085,1.017
0.814759062,0.0398,-0.1239,1.0080,1.016
0.818575,0.0403,-0.1246,1.0085,1.017
0.819982708,0.0398,-0.1251,1.0090,1.017
0.822271719,0.0396,-0.1246,1.0087,1.017
0.824287969,0.0401,-0.1246,1.0077,1.016
0.827070521,0.0396,-0.1263,1.0080,1.017
0.829106927,0.0384,-0.1285,1.0090,1.018
0.831266094,0.0386,-0.1287,1.0087,1.018
0.833904687,0.0386,-0.1297,1.0082,1.017
0.836131458,0.0376,-0.1312,1.0080,1.017
0.838640521,0.0369,-0.1302,1.0070,1.016
0.841114531,0.0369,-0.1302,1.0068,1.016
0.843385052,0.0376,-0.1319,1.0070,1.016
0.845826562,0.0369,-0.1341,1.0068,1.016
0.847577344,0.0364,-0.1348,1.0058,1.015
0.851011823,0.0371,-0.1346,1.0058,1.015
0.853249271,0.0362,-0.1346,1.0058,1.015
0.854860677,0.0374,-0.1351,1.0048,1.015
0.857432344,0.0391,-0.1351,1.0048,1.015
0.861138906,0.0389,-0.1346,1.0038,1.014
0.862134896,0.0401,-0.1356,1.0036,1.013
0.864085989,0.0411,-0.1370,1.0038,1.014
0.866399583,0.0411,-0.1368,1.0036,1.014
0.87029401,0.0413,-0.1365,1.0036,1.014
0.871139844,0.0420,-0.1375,1.0016,1.012
0.873457552,0.0442,-0.1373,1.0006,1.011
0.87611375,0.0445,-0.1373,1.0006,1.011
0.878541146,0.0445,-0.1368,0.9994,1.010
0.881029635,0.0447,-0.1363,0.9992,1.009
0.883065885,0.0457,-0.1383,1.0006,1.011
0.885258802,0.0469,-0.1378,1.0009,1.011
0.887513385,0.0472,-0.1375,1.0024,1.013
0.889805729,0.0479,-0.1380,1.0050,1.016
0.892759635,0.0472,-0.1385,1.0031,1.014
0.894993489,0.0469,-0.1405,1.0026,1.013
0.896865469,0.0459,-0.1402,1.0050,1.016
0.899460937,0.0432,-0.1407,1.0053,1.016
0.9018425,0.0423,-0.1429,1.0063,1.017
0.904089791,0.0418,-0.1434,1.0075,1.019
0.906946354,0.0415,-0.1449,1.0058,1.017
0.908174635,0.0415,-0.1466,1.0065,1.018
0.910777708,0.0411,-0.1461,1.0087,1.020
0.913081666,0.0389,-0.1461,1.0090,1.020
0.915184375,0.0364,-0.1476,1.0085,1.020
0.919099219,0.0354,-0.1490,1.0075,1.019
0.919971666,0.0349,-0.1485,1.0060,1.018
0.922272135,0.0342,-0.1488,1.0060,1.018
0.924741666,0.0330,-0.1505,1.0075,1.019
0.92695651,0.0330,-0.1503,1.0068,1.018
0.929240677,0.0318,-0.1507,1.0048,1.017
0.931424687,0.0301,-0.1503,1.0050,1.017
0.93480776,0.0301,-0.1498,1.0063,1.018
0.936513229,0.0303,-0.1493,1.0046,1.016
0.939030885,0.0288,-0.1485,1.0031,1.014
0.941915312,0.0273,-0.1493,1.0026,1.014
0.944715104,0.0281,-0.1485,1.0031,1.014
0.945950937,0.0281,-0.1473,1.0021,1.013
0.947918854,0.0278,-0.1468,1.0001,1.011
0.952403437,0.0276,-0.1461,0.9999,1.011
0.953050729,0.0276,-0.1446,0.9984,1.009
0.955352396,0.0293,-0.1437,0.9970,1.008
0.957563333,0.0306,-0.1434,0.9977,1.008
0.960505885,0.0303,-0.1427,0.9987,1.009
0.962213958,0.0301,-0.1422,0.9974,1.008
0.964900781,0.0325,-0.1429,0.9965,1.007
0.967219948,0.0340,-0.1427,0.9979,1.009
0.970306666,0.0332,-0.1412,0.9989,1.009
0.971493177,0.0337,-0.1405,0.9974,1.008
0.975534635,0.0335,-0.1407,0.9967,1.007
0.977435729,0.0332,-0.1417,0.9982,1.009
0.979069219,0.0340,-0.1419,0.9994,1.010
0.980889583,0.0337,-0.1422,0.9992,1.010
0.983858958,0.0327,-0.1441,1.0009,1.012
0.986002291,0.0318,-0.1451,1.0024,1.013
0.988250781,0.0315,-0.1446,1.0026,1.013
0.99136776,0.0298,-0.1468,1.0033,1.014
0.993490833,0.0266,-0.1481,1.0043,1.016
0.99499401,0.0256,-0.1471,1.0060,1.017
0.997459375,0.0254,-0.1463,1.0075,1.018
0.999840573,0.0251,-0.1476,1.0080,1.019
1.002769896,0.0242,-0.1488,1.0072,1.018
1.004307812,0.0227,-0.1478,1.0075,1.019
1.006432604,0.0212,-0.1468,1.0097,1.021
1.009059427,0.0198,-0.1471,1.0114,1.022
1.011184427,0.0190,-0.1468,1.0116,1.022
1.013481979,0.0186,-0.1461,1.0112,1.022
1.016919843,0.0181,-0.1466,1.0109,1.022
1.019116354,0.0186,-0.1456,1.0097,1.020
1.021542396,0.0186,-0.1441,1.0085,1.019
1.02292276,0.0183,-0.1437,1.0075,1.018
1.025825885,0.0171,-0.1439,1.0070,1.017
1.027972708,0.0164,-0.1446,1.0060,1.016
1.029969323,0.0166,-0.1441,1.0050,1.015
1.032314114,0.0171,-0.1434,1.0060,1.016
1.035785885,0.0171,-0.1429,1.0048,1.015
1.037624323,0.0171,-0.1427,1.0043,1.015
1.039350156,0.0173,-0.1431,1.0055,1.016
1.042859948,0.0190,-0.1422,1.0053,1.015
1.045295052,0.0200,-0.1414,1.0060,1.016
1.046333958,0.0195,-0.1422,1.0050,1.015
1.048574375,0.0193,-0.1417,1.0046,1.015
1.052216562,0.0200,-0.1424,1.0070,1.017
1.05312026,0.0210,-0.1429,1.0070,1.017
1.055821823,0.0205,-0.1424,1.0058,1.016
1.057974166,0.0208,-0.1431,1.0075,1.018
1.060829114,0.0210,-0.1424,1.0087,1.019
1.063660052,0.0205,-0.1419,1.0075,1.018
1.064975364,0.0217,-0.1419,1.0072,1.017
1.067378802,0.0215,-0.1414,1.0085,1.019
1.071579323,0.0200,-0.1414,1.0094,1.019
1.072403906,0.0198,-0.1400,1.0107,1.021
1.074299479,0.0198,-0.1409,1.0104,1.020
1.077975729,0.0203,-0.1414,1.0077,1.018
1.079962916,0.0193,-0.1390,1.0063,1.016
1.082232812,0.0178,-0.1383,1.0048,1.014
1.08417026,0.0186,-0.1387,1.0036,1.013
1.088165416,0.0198,-0.1383,1.0046,1.014
1.089101198,0.0195,-0.1378,1.0055,1.015
1.090589218,0.0188,-0.1375,1.0028,1.012
1.095646979,0.0193,-0.1365,1.0006,1.010
1.096280937,0.0200,-0.1375,1.0006,1.010
1.098334271,0.0208,-0.1385,1.0006,1.010
1.100556614,0.0220,-0.1383,1.0009,1.011
1.102748073,0.0215,-0.1375,0.9996,1.009
1.105463541,0.0232,-0.1368,0.9977,1.007
1.107180521,0.0254,-0.1378,0.9979,1.008
1.110258802,0.0259,-0.1387,0.9989,1.009
1.111932604,0.0271,-0.1375,0.9992,1.009
1.117250208,0.0276,-0.1358,0.9987,1.008
1.117805625,0.0281,-0.1368,0.9992,1.009
1.119533021,0.0293,-0.1385,1.0009,1.011
1.121535625,0.0298,-0.1383,1.0028,1.013
1.123671927,0.0310,-0.1380,1.0043,1.014
1.126449479,0.0320,-0.1390,1.0053,1.015
1.12798375,0.0325,-0.1383,1.0065,1.016
1.131385885,0.0342,-0.1392,1.0072,1.017
1.13325401,0.0354,-0.1407,1.0080,1.018
1.135287708,0.0362,-0.1405,1.0082,1.019
1.137255833,0.0371,-0.1414,1.0097,1.020
1.140832083,0.0374,-0.1431,1.0104,1.021
1.142966146,0.0374,-0.1444,1.0102,1.021
1.145159583,0.0389,-0.1446,1.0097,1.021
1.146968541,0.0396,-0.1446,1.0077,1.019
1.148891354,0.0393,-0.1454,1.0070,1.018
1.152852396,0.0398,-0.1446,1.0077,1.019
1.15377151,0.0391,-0.1434,1.0070,1.018
1.156048281,0.0374,-0.1444,1.0046,1.016
1.158480989,0.0362,-0.1439,1.0031,1.014
1.160915521,0.0367,-0.1429,1.0024,1.013
1.163630677,0.0362,-0.1424,1.0014,1.012
1.165444166,0.0347,-0.1400,1.0004,1.011
1.170895989,0.0349,-0.1397,1.0009,1.011
1.171802031,0.0345,-0.1417,1.0009,1.011
1.17229776,0.0332,-0.1412,0.9989,1.009
1.175603489,0.0330,-0.1397,0.9987,1.009
1.179058177,0.0325,-0.1380,1.0009,1.011
1.180202812,0.0320,-0.1368,1.0006,1.010
1.183165729,0.0313,-0.1368,0.9996,1.009
1.186007552,0.0318,-0.1370,1.0004,1.010
1.187120781,0.0315,-0.1361,1.0004,1.010
1.188709896,0.0310,-0.1363,1.0001,1.010
1.191252396,0.0332,-0.1375,1.0016,1.012
1.193759583,0.0337,-0.1370,1.0028,1.013
1.195861458,0.0325,-0.1378,1.0026,1.013
1.19918125,0.0327,-0.1383,1.0031,1.013
1.202100104,0.0347,-0.1378,1.0041,1.014
1.203127656,0.0335,-0.1385,1.0041,1.014
1.206004791,0.0337,-0.1400,1.0048,1.015
1.207423073,0.0345,-0.1407,1.0055,1.016
1.210972448,0.0330,-0.1414,1.0053,1.016
1.212792239,0.0340,-0.1424,1.0053,1.016
1.214297031,0.0349,-0.1441,1.0053,1.016
1.217890833,0.0332,-0.1459,1.0055,1.017
1.220406093,0.0325,-0.1466,1.0063,1.017
1.222138541,0.0330,-0.1466,1.0055,1.017
1.223631979,0.0332,-0.1463,1.0041,1.015
1.22671151,0.0313,-0.1476,1.0043,1.016
1.228513177,0.0310,-0.1495,1.0050,1.017
1.230592656,0.0310,-0.1512,1.0048,1.017
1.233087604,0.0288,-0.1517,1.0046,1.016
1.235686562,0.0276,-0.1512,1.0028,1.015
1.238403958,0.0273,-0.1520,1.0009,1.013
1.240238385,0.0271,-0.1529,1.0006,1.013
1.243226198,0.0273,-0.1517,1.0006,1.012
1.245453541,0.0271,-0.1515,1.0001,1.012
